Time;Hilo;Episodio;Step;Values;log_prob;Rewards;Remaining_Length;Point;Position;Action;Colision;%CPU;%Memoria;Width;Height
1617350249.3845494;w0;0;0;4.361318929130135;-1.7826976716211969;2.74;74.52;[ 50.  50. -40.];[ 3.46  3.45 -5.07];5;False;0.0;67.04576619012897;128;128
1617350249.6124177;w0;0;1;2.883628598784136;-1.8588132369433872;3.17;73.66;[ 50.  50. -40.];[ 4.    4.   -5.45];4;False;0.0;66.9437452297643;128;128
1617350249.8397963;w0;0;2;1.9575061709044201;-1.8581250765892812;3.63;72.74;[ 50.  50. -40.];[ 4.59  4.55 -5.88];4;False;0.0;66.94585667014815;128;128
1617350250.0686665;w0;0;3;1.4601495756938172;-1.7836561630903085;4.18;71.63;[ 50.  50. -40.];[ 5.36  5.1  -6.5 ];3;False;0.0;66.93594729652852;128;128
1617350250.2915387;w0;0;4;1.2729418122390717;-1.6906116337641919;4.83;70.35;[ 50.  50. -40.];[ 6.34  5.62 -7.25];2;False;0.0;66.9181200214695;128;128
1617350250.5034175;w0;0;5;1.2541031512070784;-1.7797899541561748;5.43;69.13;[ 50.  50. -40.];[ 7.33  6.   -8.01];5;False;0.0;66.84455551900524;128;128
1617350250.7132967;w0;0;6;1.2642335096149848;-1.8485644774975505;6.06;67.88;[ 50.  50. -40.];[ 8.32  6.43 -8.82];4;False;0.0;66.83762135683558;128;128
1617350250.919179;w0;0;7;1.3462217530707916;-1.756261424400487;6.69;66.63;[ 50.  50. -40.];[ 9.29  6.88 -9.63];1;False;0.0;66.82584047923939;128;128
1617350251.1280599;w0;0;8;1.4062711977054427;-1.690876186219689;7.35;65.31;[ 50.  50. -40.];[ 10.35   7.33 -10.47];2;False;0.0;66.7336089242907;128;128
1617350251.3259466;w0;0;9;1.4636120679168718;-1.8449810340042772;7.97;64.06;[ 50.  50. -40.];[ 11.35   7.75 -11.28];4;False;100.0;66.729649973571;128;128
1617350251.5298293;w0;0;10;1.5639883474742315;-1.692414340526203;8.68;62.64;[ 50.  50. -40.];[ 12.44   8.3  -12.19];2;False;100.0;66.71964462538848;128;128
1617350251.7337132;w0;0;11;1.6047136212711468;-1.6928736070564618;9.44;61.12;[ 50.  50. -40.];[ 13.62   8.91 -13.1 ];2;False;0.0;66.6438967016182;128;128
1617350251.9405944;w0;0;12;1.6534082784234307;-1.7814993977758102;10.28;59.44;[ 50.  50. -40.];[ 14.89   9.66 -14.06];5;False;0.0;66.63067620557847;128;128
1617350252.145477;w0;0;13;1.7071675032539577;-1.8418824034084387;11.13;57.73;[ 50.  50. -40.];[ 16.1   10.52 -15.  ];4;False;0.0;66.61759967138309;128;128
1617350252.3438716;w0;0;14;1.7587101683313946;-1.7689613694551551;11.98;56.05;[ 50.  50. -40.];[ 17.28  11.39 -15.92];1;False;0.0;66.34716734676641;128;128
1617350252.5487545;w0;0;15;1.7797918420016106;-1.7807348978302866;12.85;54.31;[ 50.  50. -40.];[ 18.55  12.28 -16.83];5;False;0.0;66.53453368719154;128;128
1617350252.7546382;w0;0;16;1.7860906286070408;-1.8724889663045412;13.7;52.6;[ 50.  50. -40.];[ 19.79  13.13 -17.75];0;False;0.0;66.2773218586146;128;128
1617350252.9465268;w0;0;17;1.8154218010867926;-1.6968448905866313;14.45;51.1;[ 50.  50. -40.];[ 20.92  13.89 -18.51];2;False;0.0;66.47325392877872;128;128
1617350253.1429214;w0;0;18;1.7854943693524645;-1.8380180550778067;15.25;49.5;[ 50.  50. -40.];[ 22.15  14.75 -19.21];4;False;0.0;66.40436818625591;128;128
1617350253.343806;w0;0;19;1.7554723669709;-1.6988550998849952;16.07;47.87;[ 50.  50. -40.];[ 23.37  15.67 -19.92];2;False;0.0;66.12841732427238;128;128
1617350253.5450785;w0;0;20;1.70478396397165;-1.8361320212639871;16.99;46.03;[ 50.  50. -40.];[ 24.76  16.71 -20.67];4;False;100.0;66.1975190095617;128;128
1617350253.7449646;w0;0;21;1.658841218625128;-1.7011914803352044;17.92;44.17;[ 50.  50. -40.];[ 26.16  17.81 -21.4 ];2;False;0.0;66.07073661196836;128;128
1617350253.950375;w0;0;22;1.596196066408762;-1.85414496182167;18.93;42.15;[ 50.  50. -40.];[ 27.7   19.01 -22.15];0;False;0.0;66.23120608114026;128;128
1617350254.1602547;w0;0;23;1.5187516902314928;-1.7908312392650982;19.88;40.24;[ 50.  50. -40.];[ 29.18  20.2  -22.76];1;False;0.0;66.03414630986204;128;128
1617350254.3536606;w0;0;24;1.4376369734578764;-1.7065122745109134;20.65;38.7;[ 50.  50. -40.];[ 30.39  21.19 -23.17];2;False;0.0;66.1831948060486;128;128
1617350254.553424;w0;0;25;1.3006768952535281;-1.8444295882148878;21.59;36.82;[ 50.  50. -40.];[ 31.83  22.4  -23.77];0;False;0.0;66.13693506672992;128;128
1617350254.7533095;w0;0;26;1.2213183860135128;-1.8407776126708895;22.49;35.01;[ 50.  50. -40.];[ 33.19  23.6  -24.3 ];0;False;0.0;66.11992357545556;128;128
1617350254.9571936;w0;0;27;1.074686450512309;-1.7744007709359104;23.42;33.15;[ 50.  50. -40.];[ 34.67  24.93 -24.65];5;False;0.0;66.0817017057799;128;128
1617350255.1540806;w0;0;28;0.8646278733732708;-1.834336156651782;24.28;31.44;[ 50.  50. -40.];[ 36.11  26.24 -24.8 ];0;False;100.0;65.85791301873351;128;128
1617350255.3544717;w0;0;29;0.625479995551107;-1.721492534359383;25.06;29.88;[ 50.  50. -40.];[ 37.49  27.5  -24.84];2;False;0.0;66.02853179793227;128;128
1617350255.5633526;w0;0;30;0.34742580815275637;-1.801560585352549;25.84;28.32;[ 50.  50. -40.];[ 38.94  28.84 -24.78];3;False;0.0;65.82408198531061;128;128
1617350255.7622383;w0;0;31;0.11842134270928772;-1.7671675217743508;26.56;26.88;[ 50.  50. -40.];[ 40.25  30.13 -24.75];5;False;0.0;65.82357811885538;128;128
1617350255.9586349;w0;0;32;-0.13026272050295984;-1.8140006603241954;27.26;25.48;[ 50.  50. -40.];[ 41.63  31.45 -24.67];1;False;0.0;65.93380490434815;128;128
1617350256.1605196;w0;0;33;-0.3619945636420935;-1.744014355223261;27.91;24.18;[ 50.  50. -40.];[ 42.97  32.71 -24.63];2;False;0.0;65.94258657685367;128;128
1617350256.3614116;w0;0;34;-0.4744700660504728;-1.8164383307404939;28.57;22.85;[ 50.  50. -40.];[ 44.28  33.96 -24.76];1;False;0.0;65.91201867856944;128;128
1617350256.5582983;w0;0;35;-0.4928429463475237;-1.7633355286211192;29.28;21.44;[ 50.  50. -40.];[ 45.6   35.31 -25.01];5;False;0.0;65.66306066240203;128;128
1617350256.7671785;w0;0;36;-0.4737274056176526;-1.8027964248582649;30.05;19.91;[ 50.  50. -40.];[ 46.99  36.78 -25.42];3;False;0.0;65.82175460216024;128;128
1617350256.9699764;w0;0;37;-0.49810442252609044;-1.772509677949202;30.74;18.52;[ 50.  50. -40.];[ 48.3   38.15 -25.87];2;False;0.0;65.66092522837747;128;128
1617350257.1668625;w0;0;38;-0.6532421758765772;-1.8057397617629682;31.33;17.34;[ 50.  50. -40.];[ 49.49  39.32 -26.36];0;False;0.0;65.78857139703693;128;128
1617350257.3647497;w0;0;39;-0.9372427153608038;-1.779998513898696;31.9;16.2;[ 50.  50. -40.];[ 50.76  40.57 -26.85];2;False;0.0;65.74543083101256;128;128
1617350257.5546412;w0;0;40;-1.2877196622536793;-1.7614340083145366;32.35;15.3;[ 50.  50. -40.];[ 51.99  41.84 -27.21];5;False;0.0;65.7469904176597;128;128
1617350257.7455318;w0;0;41;-1.6135569642316894;-1.80746334790066;32.74;14.51;[ 50.  50. -40.];[ 53.19  43.17 -27.6 ];1;False;0.0;65.74399121256901;128;128
1617350257.9354227;w0;0;42;-1.9099627278794613;-1.7874804217979743;33.07;13.86;[ 50.  50. -40.];[ 54.38  44.53 -28.04];2;False;100.0;65.68954964176295;128;128
1617350258.1213167;w0;0;43;-2.1776858931875553;-1.8143108224555764;33.33;13.33;[ 50.  50. -40.];[ 55.54  45.87 -28.6 ];0;False;0.0;65.67757681504094;128;128
1617350258.3102148;w0;0;44;-2.4674051825397427;-1.7996531291439557;33.47;13.06;[ 50.  50. -40.];[ 56.67  47.25 -29.11];1;False;100.0;65.65687030309486;128;128
1617350258.49411;w0;0;45;-2.739439470708459;-1.8050050194966198;33.44;13.12;[ 50.  50. -40.];[ 57.79  48.63 -29.52];3;False;0.0;65.62831787063156;128;128
1617350258.6790042;w0;0;46;-2.9807044351034353;-1.7917118701459072;33.33;13.34;[ 50.  50. -40.];[ 58.89  50.   -30.06];1;False;0.0;65.58457746358906;128;128
1617350258.859901;w0;0;47;-3.2311381446789778;-1.7980544689600828;33.16;13.69;[ 50.  50. -40.];[ 59.95  51.23 -30.68];4;False;0.0;65.55835241427611;128;128
1617350259.0407977;w0;0;48;-3.573405213208022;-1.798865832581045;32.91;14.19;[ 50.  50. -40.];[ 61.01  52.41 -31.38];2;False;0.0;65.53884558436631;128;128
1617350259.224692;w0;0;49;-3.908675312018414;-1.8022661927793113;32.52;14.95;[ 50.  50. -40.];[ 62.18  53.64 -32.13];4;False;0.0;65.51360427432313;128;128
1617350259.4095862;w0;0;50;-4.22380187581404;-1.783294632483099;32.03;15.95;[ 50.  50. -40.];[ 63.38  54.9  -32.84];1;False;0.0;65.48605957477031;128;128
1617350259.5959911;w0;0;51;-4.520747691850503;-1.8104548980418032;31.41;17.18;[ 50.  50. -40.];[ 64.66  56.21 -33.54];4;False;0.0;65.45755512958846;128;128
1617350259.7838833;w0;0;52;-4.773832848814709;-1.8153939348864248;30.72;18.55;[ 50.  50. -40.];[ 65.97  57.51 -34.27];4;False;0.0;65.42931461445458;128;128
1617350259.9667778;w0;0;53;-5.018929594652173;-1.8043094062399323;30.02;19.95;[ 50.  50. -40.];[ 67.24  58.69 -34.97];3;False;100.0;65.40239374956062;128;128
1617350260.1526716;w0;0;54;-5.252550727518318;-1.8020354211679712;29.18;21.63;[ 50.  50. -40.];[ 68.72  59.95 -35.72];2;False;0.0;65.36933051264093;128;128
1617350260.3305705;w0;0;55;-5.468980538465919;-1.7124180688821415;28.36;23.29;[ 50.  50. -40.];[ 70.17  61.08 -36.44];5;False;0.0;65.34099402294416;128;128
1617350260.5114667;w0;0;56;-5.700141096469994;-1.8057872466695029;27.49;25.02;[ 50.  50. -40.];[ 71.65  62.23 -37.18];2;False;0.0;65.31527284008646;128;128
1617350260.6903691;w0;0;57;-5.905568547647742;-1.7711842514853278;26.61;26.77;[ 50.  50. -40.];[ 73.09  63.39 -37.92];1;False;0.0;65.2860965729643;128;128
1617350260.8682675;w0;0;58;-6.111089484681384;-1.8286229155404143;25.7;28.6;[ 50.  50. -40.];[ 74.55  64.61 -38.67];4;False;0.0;65.25771209598608;128;128
1617350261.0461655;w0;0;59;-6.286343198672541;-1.8292281580033294;24.79;30.43;[ 50.  50. -40.];[ 75.98  65.83 -39.42];4;False;0.0;65.22659234396515;128;128
1617350261.2210655;w0;0;60;-6.438995603259203;-1.8131903059784937;23.84;32.32;[ 50.  50. -40.];[ 77.46  67.05 -40.18];2;False;0.0;65.19844780339419;128;128
1617350261.4019651;w0;0;61;-6.588577954100669;-1.7630166603351733;22.85;34.3;[ 50.  50. -40.];[ 79.03  68.26 -40.88];1;False;0.0;65.17131099573369;128;128
1617350261.5788631;w0;0;62;-6.694125160956711;-1.8318292811295964;21.83;36.33;[ 50.  50. -40.];[ 80.62  69.5  -41.54];4;False;0.0;65.14076709109018;128;128
1617350261.7477663;w0;0;63;-6.795082796502022;-1.711128584864954;20.84;38.31;[ 50.  50. -40.];[ 82.15  70.71 -42.2 ];5;False;0.0;65.11283849328574;128;128
1617350261.9216676;w0;0;64;-6.899485117576868;-1.760207924527044;19.82;40.36;[ 50.  50. -40.];[ 83.76  71.94 -42.85];1;False;0.0;65.08351826431922;128;128
1617350262.095079;w0;0;65;-6.994762193465545;-1.8343791320211127;18.8;42.41;[ 50.  50. -40.];[ 85.37  73.13 -43.56];4;False;0.0;65.05153474123219;128;128
1617350262.2649815;w0;0;66;-7.136175278846877;-1.7595579982921532;17.77;44.46;[ 50.  50. -40.];[ 86.97  74.3  -44.32];1;False;0.0;65.02166265852898;128;128
1617350262.436883;w0;0;67;-7.248384516741016;-1.820732152249349;16.72;46.56;[ 50.  50. -40.];[ 88.65  75.48 -45.05];2;False;0.0;64.99637336120435;128;128
1617350262.60079;w0;0;68;-7.3414285743132375;-1.7587800928051023;15.75;48.5;[ 50.  50. -40.];[ 90.18  76.55 -45.73];1;False;0.0;64.96362204161409;128;128
1617350262.7547016;w0;0;69;-7.457321909586914;-1.8106283673896364;14.8;50.41;[ 50.  50. -40.];[ 91.68  77.63 -46.38];3;False;0.0;64.93787686511567;128;128
1617350262.9086137;w0;0;70;-7.537769153463854;-1.80961033203314;13.86;52.28;[ 50.  50. -40.];[ 93.13  78.69 -47.03];3;False;0.0;64.90903650896367;128;128
1617350263.058528;w0;0;71;-7.712434354751425;-1.8337733616143241;12.96;54.08;[ 50.  50. -40.];[ 94.55  79.66 -47.74];4;False;0.0;64.87153444850976;128;128
1617350263.2044454;w0;0;72;-7.864628103207597;-1.8336620778668273;12.1;55.79;[ 50.  50. -40.];[ 95.93  80.51 -48.5 ];0;False;0.0;64.84550134832264;128;128
1617350263.3543584;w0;0;73;-7.9994632296643555;-1.8308766460287211;11.26;57.48;[ 50.  50. -40.];[ 97.32  81.31 -49.21];2;False;0.0;64.82004409551293;128;128
1617350263.5042725;w0;0;74;-8.154031036692704;-1.7565185281563644;10.41;59.19;[ 50.  50. -40.];[ 98.74  82.12 -49.79];1;False;0.0;64.78266200326266;128;128
1617350263.6601849;w0;0;75;-8.294977502964327;-1.8398805418676905;9.53;60.94;[ 50.  50. -40.];[100.19  82.96 -50.36];0;False;0.0;64.80423228627484;128;128
1617350263.8120966;w0;0;76;-8.431676947569091;-1.8363295892484395;8.65;62.69;[ 50.  50. -40.];[101.64  83.83 -50.92];2;False;0.0;64.76512265189234;128;128
1617350263.9610112;w0;0;77;-8.556274078323485;-1.691340222824385;7.81;64.39;[ 50.  50. -40.];[103.05  84.67 -51.37];5;False;0.0;64.75600506841667;128;128
1617350264.1169226;w0;0;78;-8.635761806359538;-1.802294043523457;6.94;66.13;[ 50.  50. -40.];[104.48  85.57 -51.83];3;False;0.0;64.75648494123118;128;128
1617350264.2648377;w0;0;79;-8.74874066012832;-1.841272169258756;6.08;67.83;[ 50.  50. -40.];[105.87  86.47 -52.27];2;False;0.0;64.75540522739853;128;128
1617350264.4057572;w0;0;80;-8.866985845831254;-1.8020004477595326;5.3;69.41;[ 50.  50. -40.];[107.16  87.27 -52.7 ];3;False;0.0;64.72054246742444;128;128
1617350264.5491812;w0;0;81;-8.96580968215305;-1.6873293666308802;4.5;71.0;[ 50.  50. -40.];[108.48  88.07 -53.1 ];5;False;0.0;64.69501323369255;128;128
1617350264.6871028;w0;0;82;-9.090276973582935;-1.8246035421370468;3.73;72.54;[ 50.  50. -40.];[109.75  88.85 -53.5 ];4;False;0.0;64.65813500789751;128;128
1617350264.828022;w0;0;83;-9.187547019880085;-1.7511866117969812;2.99;74.02;[ 50.  50. -40.];[111.    89.58 -53.87];1;False;0.0;64.63584491566355;128;128
1617350264.965943;w0;0;84;-9.287655474015086;-1.8536776990758657;2.23;75.53;[ 50.  50. -40.];[112.27  90.29 -54.26];0;False;0.0;64.6108195483869;128;128
1617350265.1048636;w0;0;85;-9.376834651160419;-1.683426373097731;1.46;77.08;[ 50.  50. -40.];[113.59  91.02 -54.65];5;False;0.0;64.57264566599268;128;128
1617350265.244785;w0;0;86;-9.450724004187446;-1.6825247013124442;0.7;78.6;[ 50.  50. -40.];[114.9   91.74 -54.95];5;False;0.0;64.54865202526722;128;128
1617350284.2658315;w0;1;0;4.96622997269322;-1.748579660490077;2.81;74.39;[ 50.  50. -40.];[ 3.54  3.54 -5.12];1;False;0.0;66.8234171215261;128;128
1617350284.4937012;w0;1;1;3.8772268805302654;-1.698528709029076;3.26;73.48;[ 50.  50. -40.];[ 4.09  4.09 -5.6 ];2;False;0.0;66.82336913424466;128;128
1617350284.7185738;w0;1;2;3.1767905051052905;-1.9108308950958852;3.76;72.49;[ 50.  50. -40.];[ 4.62  4.65 -6.25];0;False;0.0;66.74742926134857;128;128
1617350284.9394467;w0;1;3;2.848572608678346;-1.7766783448392611;4.29;71.43;[ 50.  50. -40.];[ 5.16  5.32 -6.9 ];5;False;0.0;66.72137216752073;128;128
1617350285.1553235;w0;1;4;2.76289687339723;-1.75395393317342;4.76;70.47;[ 50.  50. -40.];[ 5.69  6.02 -7.31];1;False;0.0;66.72130018659854;128;128
1617350285.3662019;w0;1;5;2.773345790680664;-1.754467804222097;5.23;69.54;[ 50.  50. -40.];[ 6.18  6.68 -7.77];1;False;0.0;66.7193806953405;128;128
1617350285.5720842;w0;1;6;2.863199952846825;-1.7922760307986154;5.75;68.5;[ 50.  50. -40.];[ 6.67  7.34 -8.46];3;False;0.0;66.61759967138309;128;128
1617350285.7809653;w0;1;7;2.9981696002961837;-1.7545399816792928;6.27;67.45;[ 50.  50. -40.];[ 7.14  7.96 -9.25];1;False;0.0;66.61817551876051;128;128
1617350285.9788518;w0;1;8;3.2059546023290495;-1.7942196118391844;6.76;66.48;[ 50.  50. -40.];[  7.58   8.45 -10.1 ];3;False;0.0;66.61815152511979;128;128
1617350286.1767378;w0;1;9;3.4052537274210484;-1.8417851798766385;7.26;65.48;[ 50.  50. -40.];[  8.05   8.91 -11.05];4;False;0.0;66.52260884775099;128;128
1617350286.3706272;w0;1;10;3.6030749778930367;-1.8416599943295564;7.75;64.5;[ 50.  50. -40.];[  8.52   9.26 -12.06];4;False;0.0;66.50922039622618;128;128
1617350286.5685205;w0;1;11;3.8061652856235177;-1.8416753257417282;8.25;63.51;[ 50.  50. -40.];[  9.09   9.55 -13.1 ];4;False;0.0;66.50917240894474;128;128
1617350286.7644083;w0;1;12;4.015131010040925;-1.8974218788484445;8.78;62.45;[ 50.  50. -40.];[  9.79   9.83 -14.13];0;False;0.0;66.50384582070367;128;128
1617350286.9552991;w0;1;13;4.198986882643707;-1.7975387631194022;9.3;61.4;[ 50.  50. -40.];[ 10.56  10.11 -15.03];3;False;0.0;66.40748735955023;128;128
1617350287.1331968;w0;1;14;4.339425904545794;-1.7981266561959783;9.74;60.51;[ 50.  50. -40.];[ 11.29  10.35 -15.69];3;False;0.0;66.40655160756194;128;128
1617350287.3110948;w0;1;15;4.42698888208968;-1.841666498646201;10.19;59.63;[ 50.  50. -40.];[ 12.06  10.49 -16.45];4;False;100.0;66.40669556940628;128;128
1617350287.4899938;w0;1;16;4.500032811725496;-1.781775280986868;10.58;58.85;[ 50.  50. -40.];[ 12.79  10.51 -17.22];5;False;0.0;66.1416378203121;128;128
1617350287.659895;w0;1;17;4.541161409500896;-1.7622345789658898;10.92;58.17;[ 50.  50. -40.];[ 13.48  10.48 -17.9 ];1;False;0.0;65.9973640586299;128;128
1617350287.8497915;w0;1;18;4.529851724062878;-1.886086675844105;11.34;57.32;[ 50.  50. -40.];[ 14.37  10.44 -18.77];0;False;0.0;66.09897712710223;128;128
1617350288.0256908;w0;1;19;4.562980057825295;-1.8836184157229436;11.72;56.56;[ 50.  50. -40.];[ 15.18  10.4  -19.54];0;False;0.0;66.09926505079093;128;128
1617350288.1975927;w0;1;20;4.599550337398031;-1.8412533383991938;12.06;55.88;[ 50.  50. -40.];[ 16.    10.36 -20.13];4;False;0.0;66.05574058651494;128;128
1617350288.3794882;w0;1;21;4.600891306659439;-1.8790855144491205;12.36;55.28;[ 50.  50. -40.];[ 16.77  10.32 -20.56];0;False;0.0;65.72709968949829;128;128
1617350288.5683808;w0;1;22;4.551299593805872;-1.8400796509047213;12.7;54.59;[ 50.  50. -40.];[ 17.72  10.28 -21.02];4;False;0.0;65.97632163571367;128;128
1617350288.7492769;w0;1;23;4.454503568505186;-1.8008528652568008;13.02;53.96;[ 50.  50. -40.];[ 18.66  10.23 -21.35];3;False;0.0;65.76114666568773;128;128
1617350288.93617;w0;1;24;4.368872580611476;-1.8014518849833103;13.35;53.29;[ 50.  50. -40.];[ 19.67  10.19 -21.7 ];3;False;100.0;65.92080035107494;128;128
1617350289.1170657;w0;1;25;4.273655629863249;-1.776724059789838;13.67;52.66;[ 50.  50. -40.];[ 20.72  10.04 -22.13];5;False;0.0;65.88828896789195;128;128
1617350289.2949653;w0;1;26;4.161427255491946;-1.8648965075840847;13.92;52.15;[ 50.  50. -40.];[ 21.7    9.81 -22.58];0;False;100.0;65.65593455110657;128;128
1617350289.484856;w0;1;27;4.055048338710864;-1.7883450717336542;14.18;51.65;[ 50.  50. -40.];[ 22.84   9.49 -23.  ];1;False;0.0;65.82573754652067;128;128
1617350289.6657522;w0;1;28;3.8873602895549264;-1.7749880704456398;14.39;51.22;[ 50.  50. -40.];[ 23.92   9.19 -23.34];5;False;0.0;65.54798716148272;128;128
1617350289.850723;w0;1;29;3.714579095188748;-1.694881085605772;14.6;50.79;[ 50.  50. -40.];[ 24.98   8.88 -23.77];2;False;0.0;65.77736636681814;128;128
1617350290.0476103;w0;1;30;3.5401038720712026;-1.8291065481905935;14.83;50.34;[ 50.  50. -40.];[ 26.11   8.58 -24.25];4;False;0.0;65.56331909790629;128;128
1617350290.237593;w0;1;31;3.360817358222221;-1.8099947670246148;15.09;49.82;[ 50.  50. -40.];[ 27.21   8.38 -24.81];3;False;0.0;65.56353504067282;128;128
1617350290.4274838;w0;1;32;3.2078326140960294;-1.6938660695878633;15.38;49.24;[ 50.  50. -40.];[ 28.4    8.22 -25.42];2;False;0.0;65.67318597878818;128;128
1617350290.6153767;w0;1;33;3.1298152726424386;-1.7713824357137105;15.64;48.73;[ 50.  50. -40.];[ 29.61   8.   -26.03];5;False;0.0;65.6945883063153;128;128
1617350290.80624;w0;1;34;3.07807819908885;-1.7708220400071109;15.9;48.2;[ 50.  50. -40.];[ 30.88   7.81 -26.68];5;False;0.0;65.65715822678358;128;128
