Time;Hilo;Episodio;Step;Values;log_prob;Rewards;Remaining_Length;Point;Position;Action;Colision
1619362753.354587;w0;0;14-> 2.5845391750335693;0.8115765935946081;-1.787936465314496;21.79;36.41;[ 20.  20. -40.];[  7.45   1.23 -11.43];4;False
1619362753.510497;w0;0;15-> 2.7449557781219482;0.7709515679117454;-1.7938599586523432;22.11;35.79;[ 20.  20. -40.];[  8.11   1.07 -12.06];3;False
1619362753.6734037;w0;0;16-> 2.9018661975860596;0.7584262460869107;-1.8449724024653995;22.42;35.16;[ 20.  20. -40.];[  8.84   0.85 -12.71];0;False
1619362753.834312;w0;0;17-> 3.064772844314575;0.7506640458343634;-1.785759700364139;22.69;34.63;[ 20.  20. -40.];[  9.54   0.61 -13.28];4;False
1619362753.9972181;w0;0;18-> 3.2256808280944824;0.6964938270608292;-1.7800268006347846;22.91;34.18;[ 20.  20. -40.];[ 10.28   0.34 -13.78];1;False
1619362754.1676302;w0;0;19-> 3.388587713241577;0.6725897635902407;-1.7840545618936803;23.15;33.71;[ 20.  20. -40.];[ 11.12   0.03 -14.34];4;False
1619362754.3295374;w0;0;20-> 3.5589983463287354;0.6381868965025165;-1.7678409281617364;23.31;33.38;[ 20.  20. -40.];[ 11.7   -0.17 -14.73];2;False
1619362754.5064428;w0;0;21-> 3.7209064960479736;0.569381627045232;-1.769576077950531;23.56;32.88;[ 20.  20. -40.];[ 12.63  -0.47 -15.35];2;False
1619362754.694335;w0;0;22-> 3.897810459136963;0.45424395866668643;-1.793213266893613;23.9;32.21;[ 20.  20. -40.];[ 13.73  -0.71 -16.15];3;False
1619362754.8772364;w0;0;23-> 4.085703611373901;0.36223648331441793;-1.8302522193919635;24.21;31.59;[ 20.  20. -40.];[ 14.66  -0.81 -16.84];0;False
1619362755.0426521;w0;0;24-> 4.2676050662994385;0.19532567998168848;-1.7817347122258582;24.48;31.03;[ 20.  20. -40.];[ 15.62  -0.91 -17.5 ];4;False
1619362755.2155528;w0;0;25-> 4.434021234512329;0.026711098490572516;-1.773968116963847;24.7;30.6;[ 20.  20. -40.];[ 16.55  -1.02 -18.03];5;False
1619362755.3844562;w0;0;26-> 4.606921195983887;-0.08343011201741202;-1.8041211265985972;24.89;30.21;[ 20.  20. -40.];[ 17.53  -1.13 -18.55];1;False
1619362755.5543602;w0;0;27-> 4.775825262069702;-0.24203238580619013;-1.807450228707899;25.09;29.83;[ 20.  20. -40.];[ 18.58  -1.25 -19.12];1;False
1619362755.727329;w0;0;28-> 4.945728778839111;-0.38641246244290905;-1.8106459444868368;25.3;29.41;[ 20.  20. -40.];[ 19.65  -1.37 -19.81];1;False
1619362755.8943448;w0;0;29-> 5.118697881698608;-0.5419502518214172;-1.777886316790486;25.49;29.02;[ 20.  20. -40.];[ 20.57  -1.48 -20.49];2;False
1619362756.065247;w0;0;30-> 5.285712480545044;-0.7118968063416888;-1.7661672302217002;25.7;28.6;[ 20.  20. -40.];[ 21.59  -1.58 -21.3 ];5;False
1619362756.240152;w0;0;31-> 5.455615758895874;-0.8151000568121115;-1.8174489966580725;25.92;28.16;[ 20.  20. -40.];[ 22.65  -1.63 -22.17];0;False
1619362756.4105635;w0;0;32-> 5.631519317626953;-0.921993982456224;-1.8214506896899498;26.08;27.85;[ 20.  20. -40.];[ 23.49  -1.65 -22.83];1;False
1619362756.5744753;w0;0;33-> 5.801931858062744;-1.022118196365969;-1.7624492961969043;26.22;27.57;[ 20.  20. -40.];[ 24.51  -1.66 -23.55];5;False
1619362756.7393818;w0;0;34-> 5.965844392776489;-1.1309506633023256;-1.7772145716049408;26.35;27.3;[ 20.  20. -40.];[ 25.49  -1.66 -24.32];2;False
1619362756.9002895;w0;0;35-> 6.129750490188599;-1.2340355050548035;-1.7753678687827148;26.45;27.1;[ 20.  20. -40.];[ 26.38  -1.66 -25.01];4;False
1619362757.0621965;w0;0;36-> 6.291658163070679;-1.2804677624550564;-1.8328495709914225;26.56;26.89;[ 20.  20. -40.];[ 27.35  -1.61 -25.79];1;False
1619362757.2276723;w0;0;37-> 6.4535651206970215;-1.3672122935579512;-1.7767110422473238;26.64;26.72;[ 20.  20. -40.];[ 28.43  -1.53 -26.59];2;False
1619362757.3925788;w0;0;38-> 6.6190407276153564;-1.4011361331206245;-1.7760015251326564;26.68;26.64;[ 20.  20. -40.];[ 29.3   -1.45 -27.23];4;False
1619362757.5524874;w0;0;39-> 6.784947156906128;-1.4350716329002193;-1.809556840024519;26.72;26.56;[ 20.  20. -40.];[ 30.26  -1.33 -27.93];3;False
1619362757.7273934;w0;0;40-> 6.943854808807373;-1.3807494670321436;-1.8391715155369013;26.72;26.56;[ 20.  20. -40.];[ 31.42  -1.16 -28.73];1;False
1619362757.8853033;w0;0;41-> 7.118760824203491;-1.3416049697369719;-1.8095100851512453;26.68;26.65;[ 20.  20. -40.];[ 32.4   -1.06 -29.39];3;False
1619362758.0533352;w0;0;42-> 7.2766711711883545;-1.1958992364969734;-1.775372645834392;26.58;26.85;[ 20.  20. -40.];[ 33.56  -0.98 -30.17];4;False
1619362758.212244;w0;0;43-> 7.444703578948975;-1.0392434318852;-1.8072540528867667;26.43;27.15;[ 20.  20. -40.];[ 34.67  -0.97 -30.95];3;False
1619362758.373156;w0;0;44-> 7.603612184524536;-0.8435457066001302;-1.7634277486159664;26.21;27.57;[ 20.  20. -40.];[ 35.82  -1.   -31.7 ];0;False
1619362758.533575;w0;0;45-> 7.763524770736694;-0.6725562086009695;-1.8460603760490681;25.95;28.11;[ 20.  20. -40.];[ 36.96  -1.08 -32.39];1;False
1619362758.6964796;w0;0;46-> 7.924942255020142;-0.4961943781348226;-1.7964425564221176;25.64;28.72;[ 20.  20. -40.];[ 38.09  -1.17 -32.98];2;False
1619362758.8523903;w0;0;47-> 8.087848424911499;-0.34136364911822836;-1.848415605951165;25.32;29.37;[ 20.  20. -40.];[ 39.21  -1.27 -33.63];1;False
1619362759.0162969;w0;0;48-> 8.24375867843628;-0.20104398072352625;-1.8033201385262627;24.97;30.05;[ 20.  20. -40.];[ 40.4   -1.33 -34.34];2;False
1619362759.175206;w0;0;49-> 8.406665563583374;-0.08573480516126342;-1.8062950028783893;24.62;30.75;[ 20.  20. -40.];[ 41.58  -1.35 -35.09];2;False
1619362759.3366218;w0;0;50-> 8.566575288772583;0.06937639956413655;-1.8094914476913844;24.29;31.42;[ 20.  20. -40.];[ 42.73  -1.3  -35.87];2;False
1619362759.5004847;w0;0;51-> 8.728989601135254;0.2597568093739646;-1.856941563979419;23.98;32.03;[ 20.  20. -40.];[ 43.83  -1.14 -36.67];1;False
1619362759.6623979;w0;0;52-> 8.891853332519531;0.4387567921479736;-1.786020649454314;23.66;32.67;[ 20.  20. -40.];[ 45.    -0.89 -37.52];5;False
1619362759.822307;w0;0;53-> 9.053765773773193;0.6100685957016938;-1.73731929642734;23.34;33.32;[ 20.  20. -40.];[ 46.13  -0.61 -38.36];0;False
1619362759.9612265;w0;0;54-> 9.213674545288086;0.8413424702579242;-1.7362010693440182;23.09;33.83;[ 20.  20. -40.];[ 46.96  -0.4  -38.95];0;False
1619362760.1041455;w0;0;55-> 9.352595329284668;1.032658857386767;-1.7837874098761664;22.76;34.48;[ 20.  20. -40.];[ 47.98  -0.15 -39.53];5;False
1619362760.2415757;w0;0;56-> 9.495513439178467;1.1774364330748055;-1.8212335399224318;22.43;35.13;[ 20.  20. -40.];[ 48.95   0.09 -39.97];2;False
1619362760.39149;w0;0;57-> 9.632944583892822;1.273051270329642;-1.8232692222453077;22.12;35.75;[ 20.  20. -40.];[ 49.85   0.32 -40.33];2;False
1619362760.5573945;w0;0;58-> 9.782857656478882;1.2585658875824217;-1.7877406214906866;21.72;36.55;[ 20.  20. -40.];[ 51.03   0.69 -40.86];3;False
1619362760.720459;w0;0;59-> 9.948763608932495;1.213109751350113;-1.76856511195175;21.35;37.29;[ 20.  20. -40.];[ 52.13   1.12 -41.37];4;False
1619362760.8753707;w0;0;60-> 10.110827684402466;1.1158834795688009;-1.7265280673997496;20.98;38.05;[ 20.  20. -40.];[ 53.22   1.54 -41.83];0;False
1619362761.0332804;w0;0;61-> 10.266738891601562;0.9361774324916698;-1.7259753267894682;20.57;38.86;[ 20.  20. -40.];[ 54.34   1.94 -42.26];0;False
1619362761.19119;w0;0;62-> 10.424648523330688;0.7484357452365993;-1.7753782437620331;20.14;39.72;[ 20.  20. -40.];[ 55.49   2.34 -42.54];5;False
1619362761.3546038;w0;0;63-> 10.582558155059814;0.5363094512993589;-1.7909425993360504;19.7;40.59;[ 20.  20. -40.];[ 56.64   2.73 -42.7 ];3;False
1619362761.5125127;w0;0;64-> 10.745972394943237;0.2785569091430311;-1.7701668461359281;19.28;41.43;[ 20.  20. -40.];[ 57.73   3.1  -42.81];5;False
1619362761.671429;w0;0;65-> 10.903882503509521;-0.02401717125501701;-1.854651423979788;18.82;42.36;[ 20.  20. -40.];[ 58.87   3.43 -42.93];1;False
1619362761.8263392;w0;0;66-> 11.062796592712402;-0.354494683076358;-1.8460164908525203;18.36;43.29;[ 20.  20. -40.];[ 60.     3.72 -43.05];2;False
1619362761.9878366;w0;0;67-> 11.217708587646484;-0.7109524788684647;-1.7654077808207993;17.91;44.18;[ 20.  20. -40.];[ 61.05   4.   -43.25];4;False
1619362762.1472535;w0;0;68-> 11.379205465316772;-1.0990149519809411;-1.7569556233280912;17.45;45.1;[ 20.  20. -40.];[ 62.14   4.34 -43.52];5;False
1619362762.3061616;w0;0;69-> 11.537622213363647;-1.4894596430430997;-1.7989772737758996;16.95;46.1;[ 20.  20. -40.];[ 63.33   4.73 -43.85];3;False
1619362762.4610724;w0;0;70-> 11.69653034210205;-1.899450453555576;-1.7634420038615934;16.44;47.12;[ 20.  20. -40.];[ 64.51   5.11 -44.18];4;False
1619362762.614986;w0;0;71-> 11.852441787719727;-2.308007557083653;-1.743986767022736;15.93;48.15;[ 20.  20. -40.];[ 65.66   5.42 -44.56];0;False
1619362762.770901;w0;0;72-> 12.006353616714478;-2.690143183240911;-1.8390104738286794;15.36;49.28;[ 20.  20. -40.];[ 66.9    5.71 -44.96];1;False
1619362762.9288106;w0;0;73-> 12.162269353866577;-3.056626299855731;-1.7427621752246703;14.78;50.44;[ 20.  20. -40.];[ 68.17   5.98 -45.28];5;False
1619362763.081723;w0;0;74-> 12.320179462432861;-3.412800094566376;-1.7471598008989835;14.23;51.55;[ 20.  20. -40.];[ 69.35   6.23 -45.66];0;False
1619362763.2346354;w0;0;75-> 12.473092079162598;-3.7350619186632708;-1.803762162455115;13.65;52.7;[ 20.  20. -40.];[ 70.58   6.49 -46.03];3;False
1619362763.3875487;w0;0;76-> 12.626003742218018;-4.034350972123657;-1.8359337175705603;13.09;53.82;[ 20.  20. -40.];[ 71.77   6.73 -46.3 ];1;False
1619362763.5374622;w0;0;77-> 12.778916358947754;-4.31392225218622;-1.8354074077333984;12.53;54.93;[ 20.  20. -40.];[ 72.94   6.92 -46.63];1;False
1619362763.6893823;w0;0;78-> 12.927830934524536;-4.615244460920841;-1.7602107184968163;11.94;56.12;[ 20.  20. -40.];[ 74.15   7.08 -47.06];4;False
1619362763.8412945;w0;0;79-> 13.080751895904541;-4.941841680757776;-1.759526153596606;11.35;57.29;[ 20.  20. -40.];[ 75.34   7.23 -47.56];4;False
1619362763.9942155;w0;0;80-> 13.232662677764893;-5.195007198854447;-1.7585994771036495;10.74;58.52;[ 20.  20. -40.];[ 76.57   7.37 -48.09];4;False
1619362764.15263;w0;0;81-> 13.384584188461304;-5.543359078974406;-1.876738932619191;10.06;59.88;[ 20.  20. -40.];[ 77.92   7.52 -48.65];2;False
1619362764.306542;w0;0;82-> 13.543998718261719;-5.862222857355009;-1.812118746288489;9.36;61.28;[ 20.  20. -40.];[ 79.33   7.68 -49.18];3;False
1619362764.454457;w0;0;83-> 13.697909832000732;-6.157306385783926;-1.7573596860540375;8.67;62.66;[ 20.  20. -40.];[ 80.71   7.86 -49.66];4;False
1619362764.597375;w0;0;84-> 13.845827102661133;-6.48762306163293;-1.7269708531144368;8.08;63.85;[ 20.  20. -40.];[ 81.9    8.01 -50.07];5;False
1619362764.7412927;w0;0;85-> 13.988743782043457;-6.760514027696548;-1.8807687784287135;7.36;65.28;[ 20.  20. -40.];[ 83.33   8.18 -50.54];2;False
1619362764.8882086;w0;0;86-> 14.132662296295166;-7.063452104273777;-1.8388503445714686;6.65;66.71;[ 20.  20. -40.];[ 84.75   8.35 -51.02];1;False
1619362765.0271301;w0;0;87-> 14.27957820892334;-7.364731744350829;-1.7403887756585839;5.96;68.08;[ 20.  20. -40.];[ 86.12   8.54 -51.5 ];0;False
1619362765.158564;w0;0;88-> 14.418029546737671;-7.6413086282167875;-1.7221071108531578;5.37;69.27;[ 20.  20. -40.];[ 87.3    8.73 -51.91];5;False
1619362765.2934868;w0;0;89-> 14.549933195114136;-7.89432322078093;-1.8400199057023985;4.71;70.59;[ 20.  20. -40.];[ 88.62   8.95 -52.3 ];1;False
1619362765.4244134;w0;0;90-> 14.684855222702026;-8.103804408871323;-1.7195575768725706;4.06;71.88;[ 20.  20. -40.];[ 89.91   9.16 -52.7 ];5;False
1619362765.5565937;w0;0;91-> 14.815780401229858;-8.362836887636556;-1.756129996317961;3.41;73.17;[ 20.  20. -40.];[ 91.19   9.38 -53.16];4;False
1619362765.688519;w0;0;92-> 14.947962522506714;-8.57997683613258;-1.736333241634524;2.76;74.47;[ 20.  20. -40.];[ 92.47   9.59 -53.64];0;False
1619362765.8214421;w0;0;93-> 15.079885959625244;-8.785963069663834;-1.8419420770433166;2.11;75.78;[ 20.  20. -40.];[ 93.76   9.8  -54.09];1;False
1619362765.952367;w0;0;94-> 15.211810827255249;-9.000355561114286;-1.8422159570686496;1.47;77.05;[ 20.  20. -40.];[ 95.02  10.01 -54.45];1;False
1619362766.0802984;w0;0;95-> 15.343737125396729;-9.175050906958145;-1.7150523069848833;0.83;78.34;[ 20.  20. -40.];[ 96.29  10.22 -54.87];5;False
1619362766.208225;w0;0;96-> 15.471665620803833;-9.344065956203627;-1.8431497404086223;0.18;79.64;[ 20.  20. -40.];[ 97.56  10.42 -55.35];1;False
