Action	Reward	Loss	Remaining	length	Punto	objetivo				
#############	EPISODIO	0#################								
Punto	Encontrado									
1	7,725108945	59,49145508	17,34789031	[-18,	-6	-12,]	[-3,5846710205078125	3,578500986	-15,062650680541992]	
1	7,691589718	51,40978241	17,57638245	[-18,	-6	-12,]	[-3,5845322608947754	3,801567793	-16,299467086791992]	
7	7,637904586	6,637615204	17,95443841	[-18,	-6	-12,]	[-3,584366798400879	4,022627831	-17,644397735595703]	
5	7,57169661	33,23638153	18,44241782	[-18,	-6	-12,]	[-3,584225654602051	4,258488178	-18,752147674560547]	
5	7,507791422	52,04250336	18,93786228	[-18,	-6	-12,]	[-3,5839293003082275	4,681107521	-19,875141143798828]	
0	7,427885108	3,59376955	19,59405523	[-18,	-6	-12,]	[-3,5832579135894775	5,290349007	-21,128679275512695]	
5	7,329821625	20,94588089	20,46087042	[-18,	-6	-12,]	[-3,58255934715271	5,792579174	-22,66196060180664]	
5	7,226010567	4,041909218	21,46170828	[-18,	-6	-12,]	[-3,581627130508423	6,422940254	-24,17496109008789]	
5	7,119262827	7,104647636	22,59310953	[-18,	-6	-12,]	[-3,5803096294403076	7,28383112	-25,69635581970215]	
7	7,006738031	66,94723511	23,91605742	[-18,	-6	-12,]	[-3,578343152999878	8,363237381	-27,088233947753906]	
5	6,898501116	4,17581892	25,33656602	[-18,	-6	-12,]	[-3,575835943222046	9,45995903	-28,20343589782715]	
5	6,809060244	32,39407349	26,63865944	[-18,	-6	-12,]	[-3,5724692344665527	10,73381996	-29,328699111938477]	
5	6,719424477	51,15081024	28,07949763	[-18,	-6	-12,]	[-3,567978620529175	12,21821213	-30,451236724853516]	
5	6,629965881	3,159872532	29,67548872	[-18,	-6	-12,]	[-3,5619664192199707	13,92583466	-31,585573196411133]	
8	6,5408412	3,780753613	31,44980728	[-18,	-6	-12,]	[-3,5538506507873535	15,87846279	-32,59395980834961]	
8	6,456082679	4,343901157	33,33870942	[-18,	-6	-12,]	[-3,5434422492980957	18,00157547	-33,20245361328125]	
1	6,383621822	37,41595078	35,13704208	[-18,	-6	-12,]	[-3,5301601886749268	20,31585693	-33,708335876464844]	
1	6,3138508	30,52646637	37,05607152	[-18,	-6	-12,]	[-3,5140318870544434	22,64350891	-34,5950927734375]	
8	6,242130046	24,41573334	39,25343415	[-18,	-6	-12,]	[-3,4950428009033203	24,96007538	-35,57857894897461]	
8	6,175597949	4,912818432	41,53154748	[-18,	-6	-12,]	[-3,472109079360962	27,51434326	-36,197452545166016]	
#############	EPISODIO	248#################								
Punto	Encontrado									
8	10,64612163	29,69086075	7,855636358	[	0	0	-10,]	[-4,559210539482883e-13	0,013799798	-4,55982780456543]
1	12,76374646	4,422299385	5,440189698	[	0	0	-10,]	[1,4322372498057345e-12	0,197838053	-5,957237243652344]
1	14,90569658	3,654019833	4,047600598	[	0	0	-10,]	[3,8660885604002715e-10	0,425926656	-7,750461578369141]
1	20,19985178	70,79808044	2,28950576	[	0	0	-10,]	[1,7084320624860538e-09	0,649159253	-9,937973022460938]
8	45	35,9408226	0,65211585	[	0	0	-10,]	[4,332338043866457e-09	0,889208257	-12,235967636108398]
Punto	Encontrado									
1	7,496434218	25,27536774	19,028567	[	19	2	-14,]	[0,6916350722312927	1,648726463	-13,826556205749512]
4	7,588989275	39,02608871	18,31255586	[	19	2	-14,]	[1,4357177019119263	1,779811263	-13,600732803344727]
1	7,692485885	4,075534821	17,57019949	[	19	2	-14,]	[2,1647422313690186	1,915791869	-13,521777153015137]
1	7,802335717	21,4211235	16,84225912	[	19	2	-14,]	[2,907405376434326	2,053901434	-13,837774276733398]
1	7,925088048	6,440067291	16,09350255	[	19	2	-14,]	[3,6361501216888428	2,18998456	-14,535704612731934]
1	8,053554391	2,864618301	15,37436037	[	19	2	-14,]	[4,3628411293029785	2,326092958	-15,623846054077148]
1	8,178524776	3,766296148	14,73056796	[	19	2	-14,]	[5,087462425231934	2,462240219	-17,100074768066406]
1	8,276274766	47,1652565	14,26123527	[	19	2	-14,]	[5,810026168823242	2,598443031	-18,961566925048828]
1	8,3101648	36,53911591	14,10498813	[	19	2	-14,]	[6,519075393676758	2,73251462	-21,170351028442383]
5	8,244092034	21,17250252	14,41263302	[	19	2	-14,]	[7,237573623657227	2,884161949	-23,655656814575195]
1	8,078130515	31,27036667	15,24362572	[	19	2	-14,]	[7,971089839935303	3,216047049	-26,348472595214844]
8	7,840712666	64,88729858	16,60121698	[	19	2	-14,]	[8,696907043457031	3,602562428	-29,111791610717773]
8	7,5826498	4,328186035	18,35996123	[	19	2	-14,]	[9,420636177062988	4,164996624	-31,497060775756836]
3	7,373621421	33,01181793	20,06485877	[	19	2	-14,]	[10,1309232711792	4,909406662	-33,61043930053711]
8	7,200846726	20,83452606	21,71852893	[	19	2	-14,]	[10,844839096069336	5,542700768	-35,59536361694336]
8	7,053036771	3,373206615	23,35416682	[	19	2	-14,]	[11,565080642700195	6,318658352	-37,21977996826172]
7	6,940949029	51,64177704	24,76059405	[	19	2	-14,]	[12,282991409301758	7,304588318	-38,445735931396484]
8	6,858681548	14,8007555	25,90078892	[	19	2	-14,]	[12,97333812713623	8,299376488	-39,244285583496094]
5	6,804582383	31,95638466	26,70724157	[	19	2	-14,]	[13,666772842407227	9,469202042	-39,80641174316406]
8	6,761193619	18,82424164	27,38983713	[	19	2	-14,]	[14,371065139770508	10,87720108	-40,228187561035156]
8	6,719749516	55,83494568	28,07400149	[	19	2	-14,]	[15,06340217590332	12,46899509	-40,25654602050781]
8	6,692649017	2,853176117	28,53949666	[	19	2	-14,]	[15,759617805480957	14,28065014	-39,879295349121094]
8	6,676278504	5,081327438	28,82797899	[	19	2	-14,]	[16,456008911132812	16,30669403	-39,09671401977539]
8	6,666668162	3,070150375	28,99997309	[	19	2	-14,]	[17,130035400390625	18,47450829	-37,945438385009766]
5	6,659727784	41,71789551	29,12542206	[	19	2	-14,]	[17,799793243408203	20,84029961	-36,537418365478516]
7	6,644762043	36,78437424	29,39953422	[	19	2	-14,]	[18,45890235900879	23,36812401	-34,99339294433594]
3	6,614977976	23,17217255	29,96017453	[	19	2	-14,]	[19,12813949584961	25,95507622	-33,149112701416016]
3	6,578861064	38,12403488	30,66839764	[	19	2	-14,]	[19,785261154174805	28,3011055	-31,32522964477539]
3	6,53825242	3,545324564	31,50441823	[	19	2	-14,]	[20,42151641845703	30,34733391	-29,54513931274414]
1	6,498749727	58,11736298	32,36114035	[	19	2	-14,]	[21,061050415039062	32,19164658	-27,88772964477539]
1	6,457877535	4,055114269	33,29643354	[	19	2	-14,]	[21,686338424682617	33,95064926	-26,635068893432617]
5	6,409916161	22,79852676	34,46310155	[	19	2	-14,]	[22,32497215270996	35,76290131	-25,59079933166504]
5	6,356794039	22,94139862	35,851577	[	19	2	-14,]	[22,963621139526367	37,7600441	-24,549007415771484]
5	6,298916069	66,50143433	37,49363418	[	19	2	-14,]	[23,584074020385742	39,921875	-23,532495498657227]
5	6,238561432	53,68096542	39,36941463	[	19	2	-14,]	[24,197837829589844	42,27777863	-22,521696090698242]
5	6,176575235	21,19698906	41,49621999	[	19	2	-14,]	[24,803834915161133	44,82431412	-21,51642417907715]
#############	EPISODIO	249#################								
Punto	Encontrado									
5	10,64612163	20,40868187	7,855636358	[	0	0	-10,]	[1,2885677767859871e-12	0,015262905	-4,704265594482422]
5	12,94185747	4,663252831	5,2957564	[	0	0	-10,]	[4,629111330367586e-11	0,220076293	-6,378935813903809]
8	15,80439644	73,33451843	3,627745776	[	0	0	-10,]	[2,0414935020252045e-10	0,638545394	-7,866507530212402]
7	20,49426568	5,68085146	2,227000301	[	0	0	-10,]	[7,170828375535621e-10	1,262705326	-8,987741470336914]
5	45	21,05339241	1,618360921	[	0	0	-10,]	[3,762379297000962e-09	1,948362112	-9,883565902709961]
Punto	Encontrado									
5	7,444449082	5,69467926	19,45450665	[-19,	0	-7,]	[-0,8295469880104065	3,151336908	-10,350229263305664]	
5	7,532473806	21,26885223	18,74354084	[-19,	0	-7,]	[-1,675498604774475	3,274358749	-10,007046699523926]	
5	7,647490739	20,93038177	17,88580732	[-19,	0	-7,]	[-2,504751682281494	3,643241644	-9,658101081848145]	
5	7,762333088	46,02877045	17,10064116	[-19,	0	-7,]	[-3,3160600662231445	4,219453335	-9,31548023223877]	
5	7,872600989	30,48655891	16,40582845	[-19,	0	-7,]	[-4,139774322509766	5,02820015	-8,967734336853027]	
5	7,974280199	43,79985046	15,81079006	[-19,	0	-7,]	[-4,93953275680542	6,031545639	-8,630598068237305]	
5	8,051348197	37,72813034	15,3861994	[-19,	0	-7,]	[-5,749379634857178	7,270886421	-8,290257453918457]	
7	8,092268271	3,287125826	15,16936036	[-19,	0	-7,]	[-6,5517048835754395	8,707396507	-7,796257972717285]	
7	8,084085887	7,494972229	15,21225927	[-19,	0	-7,]	[-7,336789608001709	10,15243721	-6,917749404907227]	
7	8,037084572	3,120358706	15,46315696	[-19,	0	-7,]	[-8,13591480255127	11,62387466	-5,603442668914795]	
2	7,946091801	38,32881927	15,97163679	[-19,	0	-7,]	[-8,909095764160156	13,06803226	-4,2202677726745605]	
7	7,818019009	35,12030029	16,74296052	[-19,	0	-7,]	[-9,679869651794434	14,68068695	-2,9146411418914795]	
8	7,650728069	36,56114197	17,86274212	[-19,	0	-7,]	[-10,44461727142334	16,33999252	-1,2108726501464844]	
7	7,459247412	21,56833839	19,33142325	[-19,	0	-7,]	[-10,586087226867676	16,66424561	-0,8476637601852417]	
3	7,420652133	2,481481552	19,65559083	[-19,	0	-7,]	[-10,586087226867676	16,66424561	-0,8476637601852417]	
3	-105	19,19514465	999	[-19,	0	-7,]	[-10,586087226867676	16,66424561	-0,8476637601852417]	
#############	EPISODIO	250#################								
Punto	Encontrado									
3	10,64612163	41,18291855	7,855636358	[	0	0	-10,]	[-1,1421290616823315e-13	-0,01559966	-4,710821151733398]
7	12,9501344	7,166052818	5,289201853	[	0	0	-10,]	[6,5126307124963034e-12	-0,197620228	-6,2053542137146]
7	15,41712631	4,918355465	3,799788204	[	0	0	-10,]	[-2,4176743940174106e-10	-0,425307155	-7,334210395812988]
7	18,51532628	17,5008049	2,69950373	[	0	0	-10,]	[-1,1221288342966318e-09	-0,644372284	-8,050155639648438]
7	21,37433029	3,050045013	2,053559999	[	0	0	-10,]	[-3,0124447381041364e-09	-0,865222931	-8,370287895202637]
7	45	31,84540176	1,845148304	[	0	0	-10,]	[-6,278148667604455e-09	-1,085805774	-8,284284591674805]
Punto	Encontrado									
3	7,160113336	40,28293228	22,14693362	[-19,	2	-19,]	[-1,1102721691131592	-1,164626122	-9,114267349243164]	
5	7,30595798	39,63171005	20,68296232	[-19,	2	-19,]	[-2,0923309326171875	-1,134537458	-10,162586212158203]	
3	7,458964154	37,35495377	19,3337653	[-19,	2	-19,]	[-3,0729293823242188	-0,985963106	-11,253005981445312]	
3	7,636968686	37,98594666	17,96116562	[-19,	2	-19,]	[-4,028979301452637	-0,991691649	-12,33778190612793]	
1	7,831684299	4,261152744	16,65733561	[-19,	2	-19,]	[-4,978034973144531	-1,217208624	-13,576629638671875]	
1	8,053506335	79,92623901	15,37461806	[-19,	2	-19,]	[-5,938864231109619	-1,480969071	-15,228571891784668]	
1	8,325945198	32,45057678	14,03332046	[-19,	2	-19,]	[-6,8817524909973145	-1,734568834	-17,248624801635742]	
1	8,622919301	7,990556717	12,80102504	[-19,	2	-19,]	[-7,825249195098877	-1,988190532	-19,66260528564453]	
1	8,880905184	73,42440796	11,88359226	[-19,	2	-19,]	[-8,77302360534668	-2,242164612	-22,480772018432617]	
1	8,966317176	43,88433838	11,60615271	[-19,	2	-19,]	[-9,71771240234375	-2,494606972	-25,686851501464844]	
5	8,761856012	2,766505718	12,29131148	[-19,	2	-19,]	[-10,651928901672363	-2,725739002	-29,107152938842773]	
5	8,347895211	21,96696281	13,93475657	[-19,	2	-19,]	[-11,604985237121582	-2,761380434	-32,611698150634766]	
5	7,905958464	19,61263657	16,20602707	[-19,	2	-19,]	[-12,540654182434082	-2,560895443	-36,06096649169922]	
3	7,524704927	34,51855469	18,80429454	[-19,	2	-19,]	[-13,46614933013916	-2,167610645	-39,48004150390625]	
5	7,210432834	23,02949715	21,6200042	[-19,	2	-19,]	[-14,391499519348145	-1,894006491	-42,91437911987305]	
3	6,948275608	6,974009514	24,66372016	[-19,	2	-19,]	[-15,306885719299316	-1,508493662	-46,32322311401367]	
3	6,73647211	92,0687027	27,7940127	[-19,	2	-19,]	[-16,222265243530273	-1,268237114	-49,75123596191406]	
3	6,560114767	27,49562073	31,04892426	[-19,	2	-19,]	[-17,14530372619629	-1,267294407	-53,21681594848633]	
3	6,411533898	22,70318222	34,42245785	[-19,	2	-19,]	[-18,05129623413086	-1,492977738	-56,627098083496094]	
3	6,28863368	53,67884827	37,80078627	[-19,	2	-19,]	[-18,947301864624023	-1,939300776	-60,00916290283203]	
3	6,184891265	4,021703243	41,19796487	[-19,	2	-19,]	[-19,84345817565918	-2,609534979	-63,403263092041016]	
#############	EPISODIO	251#################								
Punto	Encontrado									
3	9,606807121	86,92552185	9,853504106	[	0	0	-10,]	[1,0294747910047364e-12	-0,015612874	-2,7169315814971924]
3	11,03639816	6,319220543	7,283085153	[	0	0	-10,]	[3,8723236422955054e-11	-0,212834805	-4,352450847625732]
3	12,51703563	59,52134705	5,6515582	[	0	0	-10,]	[2,468270587918653e-10	-0,650427043	-6,057209491729736]
1	15,00784691	7,938585281	3,99607962	[	0	0	-10,]	[1,0158580643349069e-09	-1,282197237	-7,8554534912109375]
1	19,29134297	106,9945679	2,498621517	[	0	0	-10,]	[3,0992857169565013e-09	-1,95770371	-10,057788848876953]
5	45	49,1548233	1,958556449	[	0	0	-10,]	[6,7702972117444915e-09	-2,615059376	-12,522382736206055]
Punto	Encontrado									
5	7,131394614	37,23603821	22,45881878	[19,	-3	-2,]	[0,5614650845527649	-3,377831459	-13,793161392211914]	
5	7,18429703	35,37722778	21,8906597	[19,	-3	-2,]	[1,1038830280303955	-3,29862237	-12,068275451660156]	
5	7,321685896	39,09139252	20,53607432	[19,	-3	-2,]	[1,6369956731796265	-2,993514776	-10,304034233093262]	
5	7,469552552	59,9761734	19,24658271	[19,	-3	-2,]	[2,160964012145996	-2,468906164	-8,551849365234375]	
1	7,621017997	6,347512722	18,0765573	[19,	-3	-2,]	[2,6769933700561523	-1,744026065	-6,961401462554932]	
4	7,76143401	81,17294312	17,10653444	[19,	-3	-2,]	[3,19330096244812	-0,979265988	-5,592626094818115]	
1	7,884287943	4,887278557	16,33530112	[19,	-3	-2,]	[3,6976699829101562	-0,236060977	-4,400979042053223]	
1	7,987891278	2,858746529	15,73420997	[19,	-3	-2,]	[4,212587356567383	0,523523033	-3,5654385089874268]	
1	8,070913697	4,437255859	15,28179914	[19,	-3	-2,]	[4,725790500640869	1,280852199	-3,1230344772338867]	
7	8,135865214	29,88095856	14,94456285	[19,	-3	-2,]	[5,2453203201293945	2,047888994	-2,7661564350128174]	
7	8,1904601	22,32486725	14,67172083	[19,	-3	-2,]	[5,752988815307617	2,797766447	-2,0266573429107666]	
8	8,23410555	22,39409637	14,46022516	[19,	-3	-2,]	[6,270950794219971	3,577171803	-0,8646023869514465]	
3	8,252500638	54,43834686	14,37278715	[19,	-3	-2,]	[6,492273330688477	3,963362932	-0,2608162760734558]	
3	8,242396265	36,67459106	14,4206938	[19,	-3	-2,]	[6,492273330688477	3,963362932	-0,2608162760734558]	
3	-105	1,032558918	999	[19,	-3	-2,]	[6,492273330688477	3,963362932	-0,2608162760734558]	
#############	EPISODIO	252#################								
Punto	Encontrado									
7	10,64612163	51,33802795	7,855636358	[	0	0	-10,]	[0,0	0	-4,551968574523926]
7	12,75430464	22,41119003	5,448031425	[	0	0	-10,]	[0,0	0	-5,642369270324707]
7	14,33248343	122,6886139	4,35763073	[	0	0	-10,]	[0,0	0	-6,352884769439697]
7	15,75936307	20,84309769	3,647115231	[	0	0	-10,]	[0,0	0	-6,653750419616699]
1	16,50417137	44,58386993	3,34624958	[	0	0	-10,]	[0,0	0	-6,863898754119873]
1	17,08867893	41,15248108	3,136101246	[	0	0	-10,]	[0,0	0	-7,455759048461914]
1	19,107393	89,5324707	2,544240952	[	0	0	-10,]	[0,0	0	-8,460057258605957]
1	45	5,756733894	1,539942741	[	0	0	-10,]	[0,0	0	-9,825392723083496]
Punto	Encontrado									
7	7,358464525	5,348398209	20,20023408	[	10	16	-18,]	[0,2643239200115204	0,423581809	-11,066720962524414]
7	7,423231108	70,88103485	19,63360768	[	10	16	-18,]	[0,53362637758255	0,854242861	-10,358696937561035]
1	7,447779681	37,52894592	19,42667499	[	10	16	-18,]	[0,7919055819511414	1,26696682	-9,564053535461426]
1	7,461401035	76,64666748	19,3136341	[	10	16	-18,]	[1,0521095991134644	1,682502508	-9,147627830505371]
1	7,492078051	30,94018555	19,06357705	[	10	16	-18,]	[1,306753158569336	2,088894367	-9,128098487854004]
1	7,544600305	37,21946716	18,64945139	[	10	16	-18,]	[1,5650571584701538	2,500861168	-9,503192901611328]
1	7,625556896	29,48244858	18,04357894	[	10	16	-18,]	[1,8239545822143555	2,913506269	-10,279399871826172]
1	7,739077026	68,15202332	17,25432419	[	10	16	-18,]	[2,081416606903076	3,323596478	-11,448269844055176]
1	7,886948698	22,38288307	16,31932404	[	10	16	-18,]	[2,334416627883911	3,726318121	-12,987569808959961]
1	8,064789124	8,762498856	15,31433615	[	10	16	-18,]	[2,5920629501342773	4,136169434	-14,945428848266602]
1	8,264481358	2,982820511	14,31636867	[	10	16	-18,]	[2,8492941856384277	4,54509449	-17,289262771606445]
1	8,44298076	22,84225655	13,52230015	[	10	16	-18,]	[3,1051042079925537	4,951497555	-20,007280349731445]
3	8,526793563	50,16124725	13,17718364	[	10	16	-18,]	[3,362532377243042	5,344182968	-22,989164352416992]
5	8,446127272	42,0722084	13,50904045	[	10	16	-18,]	[3,6223928928375244	5,581432343	-26,008962631225586]
5	8,203694461	6,121360779	14,60698144	[	10	16	-18,]	[3,8760950565338135	5,961264133	-28,96429443359375]
5	7,927785425	9,216640472	16,07775426	[	10	16	-18,]	[4,136401653289795	6,59061718	-32,000423431396484]
5	7,65130818	48,88341522	17,85861492	[	10	16	-18,]	[4,390844821929932	7,432931423	-34,97776794433594]
7	7,40075319	30,20795059	19,82679727	[	10	16	-18,]	[4,645866394042969	8,487358093	-37,81837844848633]
7	7,187193641	19,27467728	21,86034445	[	10	16	-18,]	[4,898821830749512	9,573466301	-40,268104553222656]
5	7,021701588	51,13380814	23,73164205	[	10	16	-18,]	[5,15270471572876	10,6815033	-42,50666427612305]
5	6,88385472	58,34973907	25,5413248	[	10	16	-18,]	[5,397810935974121	11,94292068	-44,68896484375]
5	6,761490737	2,784273863	27,3850485	[	10	16	-18,]	[5,64409065246582	13,44931793	-46,906578063964844]
7	6,647772356	8,151421547	29,34399735	[	10	16	-18,]	[5,888747215270996	15,17003727	-48,9838752746582]
7	6,549596515	76,03804779	31,2664639	[	10	16	-18,]	[6,127286434173584	16,90242386	-50,64881134033203]
7	6,475358114	2,45648241	32,89007694	[	10	16	-18,]	[6,359927177429199	18,60680008	-51,90238571166992]
7	6,420585953	9,460609436	34,19674391	[	10	16	-18,]	[6,591278553009033	20,31960678	-52,76652526855469]
7	6,381242751	2,805436611	35,19928499	[	10	16	-18,]	[6,818655014038086	22,02064133	-53,22056579589844]
7	6,356013334	7,685245514	35,87279377	[	10	16	-18,]	[7,0369672775268555	23,67091751	-53,264095306396484]
8	6,343717397	58,75386429	36,21020514	[	10	16	-18,]	[7,254936218261719	25,34935951	-52,89641189575195]
8	6,342956877	69,69093323	36,23127739	[	10	16	-18,]	[7,469567775726318	27,20446587	-52,12183380126953]
7	6,351228263	23,82358932	36,00337046	[	10	16	-18,]	[7,672647953033447	29,18930626	-50,975738525390625]
8	6,366427684	5,583763123	35,59176447	[	10	16	-18,]	[7,872147560119629	31,22229767	-49,43095397949219]
7	6,389357067	4,571972847	34,9878689	[	10	16	-18,]	[8,067590713500977	33,41333389	-47,47930908203125]
7	6,416724278	58,60393524	34,29268241	[	10	16	-18,]	[8,25557804107666	35,61017609	-45,15257263183594]
7	6,447639092	8,347689629	33,53899543	[	10	16	-18,]	[8,440796852111816	37,81940842	-42,39025115966797]
7	6,480919169	5,829015255	32,76281505	[	10	16	-18,]	[8,618270874023438	39,98412704	-39,279293060302734]
7	6,510896964	5,395391464	32,09292506	[	10	16	-18,]	[8,7923583984375	42,15590286	-35,74311828613281]
7	6,532368586	39,31215668	31,6292254	[	10	16	-18,]	[8,958447456359863	44,27558899	-31,89864158630371]
8	6,537323713	26,59775734	31,52405434	[	10	16	-18,]	[9,11929988861084	46,39071655	-27,6772403717041]
8	6,519459881	17,63912392	31,90642986	[	10	16	-18,]	[9,273422241210938	48,65195465	-23,20146369934082]
8	6,467496193	42,53502274	33,07163864	[	10	16	-18,]	[9,42050838470459	51,11497116	-18,604156494140625]
8	6,384085014	29,11717987	35,12494862	[	10	16	-18,]	[9,56351375579834	53,85168076	-13,835646629333496]
8	6,279342702	35,35865784	38,08256944	[	10	16	-18,]	[9,695769309997559	56,75654221	-9,10512924194336]
8	6,170494535	81,19142914	41,71698712	[	10	16	-18,]	[9,816189765930176	59,80554962	-4,438903331756592]
#############	EPISODIO	253#################								
Punto	Encontrado									
8	9,606807121	25,37277412	9,853504106	[	0	0	-10,]	[-1,4971122215198807e-12	0,013824879	-2,565929889678955]
8	10,92832679	1,755948901	7,434082965	[	0	0	-10,]	[-1,0729843402668138e-10	0,213091582	-3,7092626094818115]
1	11,85462461	35,67201996	6,294345473	[	0	0	-10,]	[-3,6148251059131553e-10	0,622952104	-4,742361545562744]
5	12,94354981	36,74950409	5,294415118	[	0	0	-10,]	[1,837227037171374e-09	1,08657527	-6,013898849487305]
5	14,74365785	42,75686646	4,131543077	[	0	0	-10,]	[4,440501744085168e-09	1,740678191	-7,3156585693359375]
1	16,9066892	57,71056747	3,199320159	[	0	0	-10,]	[7,445367877778608e-09	2,607377052	-8,764065742492676]
1	17,86844949	51,23277283	2,885471986	[	0	0	-10,]	[1,881897482292061e-08	3,497262239	-10,574692726135254]
3	16,00311839	5,932248592	3,54416632	[	0	0	-10,]	[4,1764586455883546e-08	4,360129356	-12,618727684020996]
3	13,21543518	22,74345779	5,086104864	[	0	0	-10,]	[8,927335670705361e-08	5,042125702	-14,687819480895996]
3	11,34141937	25,79302979	6,88467015	[	0	0	-10,]	[1,6661157076214295e-07	5,494444847	-16,758493423461914]
5	10,14926795	6,945448875	8,710118112	[	0	0	-10,]	[2,7310491645948787e-07	5,754206657	-18,835887908935547]
7	9,331114256	6,075452328	10,54437335	[	0	0	-10,]	[3,7262478258526244e-07	6,141442776	-20,759946823120117]
7	8,734336195	51,01723099	12,38926047	[	0	0	-10,]	[4,75414566381005e-07	6,58144474	-22,318342208862305]
3	8,340843609	39,4563179	13,96627974	[	0	0	-10,]	[5,840653329869383e-07	6,991059303	-23,599857330322266]
5	8,069078593	4,916375637	15,29153457	[	0	0	-10,]	[7,240974468913919e-07	7,244867802	-24,877639770507812]
5	7,849347328	41,01015472	16,54787825	[	0	0	-10,]	[8,307620191772003e-07	7,641097069	-26,167871475219727]
1	7,647944158	4,383730888	17,88257343	[	0	0	-10,]	[8,792228527454427e-07	8,259303093	-27,61212921142578]
5	7,444678385	3,346894741	19,45258808	[	0	0	-10,]	[9,025700364873046e-07	8,94124794	-29,325180053710938]
5	7,242817168	6,464372635	21,29339097	[	0	0	-10,]	[8,57491500028118e-07	9,789560318	-31,012950897216797]
1	7,067700706	3,296665192	23,18144941	[	0	0	-10,]	[7,268198487508926e-07	10,84914112	-32,84420394897461]
5	6,901896126	34,28308868	25,28955352	[	0	0	-10,]	[5,513728638106841e-07	11,94902229	-34,90005111694336]
7	6,747110414	22,11731148	27,61868352	[	0	0	-10,]	[2,8633905913011404e-07	13,22850704	-36,846378326416016]
7	6,616626394	5,606015205	29,92860551	[	0	0	-10,]	[-3,340350929192937e-08	14,55123329	-38,410545349121094]
7	6,51882553	2,358455658	31,92017352	[	0	0	-10,]	[-3,8678294345118047e-07	15,83695984	-39,55315399169922]
5	6,448055423	40,63523865	33,52906512	[	0	0	-10,]	[-6,815445772190287e-07	17,13089752	-40,44651412963867]
7	6,39139912	49,81695557	34,9350522	[	0	0	-10,]	[-9,296304028794111e-07	18,60726738	-41,199607849121094]
3	6,339515423	4,074542046	36,32693118	[	0	0	-10,]	[-1,1271199582552072e-06	20,0575695	-41,6876106262207]
3	6,298629	7,264515877	37,50214343	[	0	0	-10,]	[-1,3179250117900665e-06	21,3469677	-42,19334411621094]
3	6,261741525	32,97079468	38,62776767	[	0	0	-10,]	[-1,5050401316329953e-06	22,37817574	-42,689788818359375]
7	6,231050528	22,62699318	39,61571711	[	0	0	-10,]	[-1,6967167084658286e-06	23,21145821	-43,0349235534668]
7	6,208481879	23,45955276	40,37422403	[	0	0	-10,]	[-1,8499449652153999e-06	24,01067543	-42,9737548828125]
#############	EPISODIO	254#################								
Punto	Encontrado									
7	9,606807121	39,11485291	9,853504106	[	0	0	-10,]	[0,0	0	-2,55558705329895]
7	10,92107472	31,80606079	7,444412947	[	0	0	-10,]	[0,0	0	-3,689438581466675]
7	11,83942	57,02791595	6,310561419	[	0	0	-10,]	[0,0	0	-4,418872833251953]
1	12,59748273	75,81054688	5,581127167	[	0	0	-10,]	[0,0	0	-5,03571081161499]
5	13,38322865	4,142965794	4,964289188	[	0	0	-10,]	[7,674505995980407e-12	0,015358253	-5,8929033279418945]
1	14,79024328	22,19998932	4,107125388	[	0	0	-10,]	[2,903081663951923e-10	0,204089776	-6,909111976623535]
5	17,20220915	4,998449802	3,097618668	[	0	0	-10,]	[6,279760600413908e-10	0,451469451	-8,168156623840332]
5	45	4,950592518	1,886657049	[	0	0	-10,]	[2,3174862029406995e-09	0,88880688	-9,462040901184082]
Punto	Encontrado									
5	7,362860325	23,62196541	20,16079375	[	18	-7	-14,]	[0,43975430727005005	1,940774202	-10,395442962646484]
1	7,377297396	56,74789047	20,03228653	[	18	-7	-14,]	[0,8700680732727051	2,221289158	-10,416653633117676]
5	7,405987936	21,87250519	19,78148409	[	18	-7	-14,]	[1,2881627082824707	2,56562829	-10,670952796936035]
5	7,434099608	22,35162163	19,54147654	[	18	-7	-14,]	[1,7108086347579956	3,087814808	-10,936293601989746]
5	7,450583947	42,93803406	19,40330023	[	18	-7	-14,]	[2,12967586517334	3,830188036	-11,20305061340332]
8	7,449053287	4,223580837	19,4160523	[	18	-7	-14,]	[2,555828332901001	4,808580399	-11,326586723327637]
8	7,424327707	40,4176445	19,62427446	[	18	-7	-14,]	[2,9800686836242676	6,007718086	-11,049696922302246]
8	7,371084949	21,03356934	20,08739293	[	18	-7	-14,]	[3,395134210586548	7,405118465	-10,38000774383545]
8	7,290363093	26,97878075	20,83059977	[	18	-7	-14,]	[3,8116934299468994	9,038386345	-9,29307746887207]
8	7,181052475	22,96609116	21,92471208	[	18	-7	-14,]	[4,22245979309082	10,88426971	-7,804379463195801]
1	7,048295445	3,912423611	23,41054103	[	18	-7	-14,]	[4,622180461883545	12,90746784	-6,231339931488037]
3	6,907551463	24,12338638	25,21161262	[	18	-7	-14,]	[5,012682914733887	14,92572689	-4,90496301651001]
3	6,782032062	30,09533691	27,05785658	[	18	-7	-14,]	[5,396348476409912	16,73506355	-3,591993570327759]
7	6,676786078	58,07911682	28,81894987	[	18	-7	-14,]	[5,387630939483643	16,66342926	-3,605930805206299]
3	-105	2,366500378	999	[	18	-7	-14,]	[5,442859172821045	16,66166687	-3,244868278503418]
#############	EPISODIO	255#################								
Punto	Encontrado									
