Action	Reward	Loss	Remaining	length	Punto	objetivo				
#############	EPISODIO	0#################								
Punto	Encontrado									
3	6,586669472	24,58045578	30,51254933	[	0	0	-10,]	[-9,016704325404135e-07	29,55188179	-24,195892333984375]
3	6,479959514	5,172904968	32,78470797	[	0	0	-10,]	[-1,0760869599835132e-06	30,89468956	-26,320993423461914]
3	6,391178172	40,87617493	34,94075943	[	0	0	-10,]	[-1,27979876651807e-06	31,99171066	-28,430334091186523]
6	6,318536975	4,58627224	36,92081751	[	0	0	-10,]	[-1,518240765108203e-06	32,8623085	-30,383066177368164]
3	6,260385219	20,40440369	38,67041126	[	0	0	-10,]	[-1,7985524891628302e-06	33,51215744	-32,108402252197266]
3	6,215131682	4,39769125	40,14780376	[	0	0	-10,]	[-2,126623257936444e-06	33,9340477	-33,82695007324219]
#############	EPISODIO	131#################								
Punto	Encontrado									
3	9,606807121	17,33897209	9,853504106	[	0	0	-10,]	[-6,876506200396981e-14	-0,01561374	-2,710826873779297]
3	11,03195257	24,93453217	7,289189849	[	0	0	-10,]	[2,3634857959642375e-11	-0,218539298	-4,37880277633667]
3	12,5466643	16,24886513	5,625443774	[	0	0	-10,]	[2,1219551116224977e-10	-0,644712329	-6,036749362945557]
1	14,9694004	29,29623795	4,01534676	[	0	0	-10,]	[5,317138951355105e-10	-1,289155841	-7,869328498840332]
2	19,3253422	11,92978859	2,490318017	[	0	0	-10,]	[-2,704338530890027e-09	-1,945362687	-10,07003116607666]
3	45	3,289856911	1,946622806	[	0	0	-10,]	[-1,502658619756403e-08	-2,437031984	-12,503212928771973]
Punto	Encontrado									
3	7,178178659	36,85684967	21,95495817	[	7	18	-13,]	[0,2072804868221283	-2,974755764	-14,510954856872559]
3	7,164598835	9,858070374	22,09896835	[	7	18	-13,]	[0,41692399978637695	-2,797193527	-13,422630310058594]
3	7,191222501	45,66210175	21,8183126	[	7	18	-13,]	[0,6194528937339783	-2,873745203	-12,317896842956543]
5	7,189351914	20,88127327	21,83780861	[	7	18	-13,]	[0,8205310106277466	-3,140829086	-11,2037992477417]
1	7,164636097	3,999524593	22,09857074	[	7	18	-13,]	[1,0221585035324097	-3,265575171	-10,241827964782715]
1	7,149490212	1,651556492	22,26132946	[	7	18	-13,]	[1,2243857383728027	-3,346685648	-9,665704727172852]
1	7,140028669	5,529942989	22,36417298	[	7	18	-13,]	[1,4272053241729736	-3,433659077	-9,490815162658691]
1	7,134692115	11,39290237	22,42258148	[	7	18	-13,]	[1,6298326253890991	-3,519840002	-9,721912384033203]
1	7,134863032	24,57508659	22,42070627	[	7	18	-13,]	[1,8314857482910156	-3,605748892	-10,355375289916992]
3	7,139292398	12,78797722	22,37221412	[	7	18	-13,]	[2,0337250232696533	-3,708982229	-11,241593360900879]
8	7,142326857	31,26542282	22,33910899	[	7	18	-13,]	[2,2365565299987793	-3,973395586	-11,9813814163208]
8	7,127039979	73,93795776	22,50684543	[	7	18	-13,]	[2,4438538551330566	-4,087725163	-12,327494621276855]
8	7,12199211	36,6072998	22,56276433	[	7	18	-13,]	[2,645486831665039	-3,964581966	-12,2544527053833]
8	7,136343611	10,17144012	22,4044747	[	7	18	-13,]	[2,846904754638672	-3,616862535	-11,778852462768555]
8	7,169569559	76,80227661	22,04604607	[	7	18	-13,]	[3,0481250286102295	-3,045204163	-10,897140502929688]
8	7,220639211	4,374644756	21,51603941	[	7	18	-13,]	[3,249951124191284	-2,246226788	-9,597757339477539]
7	7,286259593	25,58874512	20,86978248	[	7	18	-13,]	[3,4539687633514404	-1,226708293	-7,873592376708984]
7	7,357167981	25,79603577	20,21189512	[	7	18	-13,]	[3,6594252586364746	-0,167037681	-5,720724105834961]
7	7,397600599	4,759149551	19,85418231	[	7	18	-13,]	[3,8624370098114014	0,873012722	-3,1855626106262207]
7	7,382367563	30,0097065	19,98752551	[	7	18	-13,]	[4,062244415283203	1,892716885	-0,2958800792694092]
7	7,301639072	39,70441437	20,7236493	[	7	18	-13,]	[4,070517539978027	1,934836388	-0,1651868373155594]
7	7,296711004	0,869999468	20,77026187	[	7	18	-13,]	[4,070517539978027	1,934836388	-0,1651868373155594]
8	-105	2,01522541	999	[	7	18	-13,]	[4,070517539978027	1,934836388	-0,1651868373155594]
#############	EPISODIO	132#################								
Punto	Encontrado									
8	9,606807121	42,37779999	9,853504106	[	0	0	-10,]	[3,560900218354396e-13	0,013824586	-2,5597221851348877]
8	10,92396661	21,11948204	7,440290658	[	0	0	-10,]	[-2,667067521694433e-12	0,210839495	-3,6935393810272217]
8	11,8399602	12,708498	6,30998406	[	0	0	-10,]	[-5,130061653257911e-11	0,622666776	-4,430532932281494]
8	12,5709786	13,2075634	5,604166069	[	0	0	-10,]	[-1,073222760661352e-10	1,266800284	-4,785475730895996]
8	12,85398528	8,209211349	5,36619477	[	0	0	-10,]	[1,1141762512600906e-10	2,114027262	-4,739382266998291]
8	12,49681584	2,896700859	5,669498231	[	0	0	-10,]	[1,0764200641943944e-09	3,195578575	-4,281116485595703]
8	11,62152239	29,71073914	6,551133572	[	0	0	-10,]	[3,3483340544648854e-09	4,488969326	-3,419072151184082]
8	10,57653297	32,26300812	7,966144423	[	0	0	-10,]	[7,536324453383259e-09	5,963115692	-2,181027412414551]
8	9,615370824	11,47836113	9,833365705	[	0	0	-10,]	[1,4688183114230924e-08	7,680759907	-0,5098395943641663]
8	8,785326818	24,85742188	12,2088991	[	0	0	-10,]	[0,0	7,999909401	-0,17712348699569702]
5	8,658082196	2,67566061	12,66836428	[	0	0	-10,]	[0,0	7,999909401	-0,17712348699569702]
5	-105	4,094645023	999	[	0	0	-10,]	[0,0	7,999909401	-0,17712348699569702]
#############	EPISODIO	133#################								
Punto	Encontrado									
5	10,64612163	40,31650543	7,855636358	[	0	0	-10,]	[4,26364499261922e-12	0,015261827	-4,70416784286499]
3	12,94173417	43,18876648	5,295854148	[	0	0	-10,]	[-6,292699694654402e-11	0,177846968	-6,304286479949951]
5	15,63831991	4,931752682	3,699990266	[	0	0	-10,]	[-2,639829244088787e-09	0,234711394	-7,931405067443848]
5	21,22392645	14,47971249	2,081868015	[	0	0	-10,]	[-3,1658398125244958e-09	0,426473677	-9,584650993347168]
5	45	1,701965928	0,595310503	[	0	0	-10,]	[2,2471404736990053e-09	0,846097648	-11,24749755859375]
Punto	Encontrado									
5	7,258641124	43,81274796	21,1372043	[-19,	-3	-4,]	[-0,6616362929344177	1,781800508	-11,941650390625]	
1	7,320372911	31,64616394	20,54826052	[-19,	-3	-4,]	[-1,2854654788970947	1,932082534	-10,79450798034668]	
3	7,426777264	46,50004196	19,60345659	[-19,	-3	-4,]	[-1,9109793901443481	2,128490686	-9,819862365722656]	
5	7,529445972	15,28005791	18,76717454	[-19,	-3	-4,]	[-2,5217244625091553	2,162328005	-8,855025291442871]	
5	7,640261852	32,93591309	17,93751559	[-19,	-3	-4,]	[-3,1383047103881836	2,336611748	-7,879886150360107]	
5	7,750389865	21,95352936	17,17924093	[-19,	-3	-4,]	[-3,7630646228790283	2,745891094	-6,88810396194458]	
7	7,850877691	14,17104435	16,53845847	[-19,	-3	-4,]	[-4,373382091522217	3,347453356	-5,771230220794678]	
5	7,933822734	15,08603573	16,04261114	[-19,	-3	-4,]	[-4,983893394470215	4,00065279	-4,399199962615967]	
5	7,998993475	21,51229095	15,67226035	[-19,	-3	-4,]	[-5,598635196685791	4,84079504	-3,01666522026062]	
5	-105	40,50062943	999	[-19,	-3	-4,]	[-6,003252983093262	5,515310764	-2,1011083126068115]	
#############	EPISODIO	134#################								
Punto	Encontrado									
7	9,606807121	10,61148834	9,853504106	[	0	0	-10,]	[-3,0517577442878974e-07	0	-2,55558705329895]
7	10,92107472	10,52121925	7,444412947	[	0	0	-10,]	[-3,0517577442878974e-07	0	-3,665933847427368]
7	11,81750055	42,7453804	6,334066153	[	0	0	-10,]	[-3,0517577442878974e-07	0	-4,399112224578857]
7	12,57473869	39,08402634	5,600887775	[	0	0	-10,]	[-3,0517577442878974e-07	0	-4,7210516929626465]
7	12,963117	8,503936768	5,278948307	[	0	0	-10,]	[-3,0517577442878974e-07	0	-4,634479522705078]
5	12,85481724	50,28561401	5,365520477	[	0	0	-10,]	[-3,051763144412689e-07	0,015937796	-4,296848297119141]
7	12,45915296	5,972043514	5,703173972	[	0	0	-10,]	[-3,0528966021847737e-07	0,196417406	-3,814206600189209]
7	11,95515632	12,41018772	6,188911034	[	0	0	-10,]	[-3,069357603635581e-07	0,420258909	-2,921337366104126]
1	11,17960884	15,19152069	7,091127007	[	0	0	-10,]	[-3,1240676889865426e-07	0,63995254	-1,9282546043395996]
1	10,49627255	41,35830688	8,097074347	[	0	0	-10,]	[-3,241460149183695e-07	0,858817101	-1,3188148736953735]
5	10,14214828	33,46350861	8,723562461	[	0	0	-10,]	[-3,4401929838168144e-07	1,097619057	-0,9465655088424683]
1	9,940844129	14,52728367	9,119728268	[	0	0	-10,]	[-3,673939659165626e-07	1,504465699	-0,7372048497200012]
1	9,815017757	12,51262379	9,384177696	[	0	0	-10,]	[-4,0452562188875163e-07	1,961222768	-0,9267780184745789]
1	9,862504709	35,94329453	9,282766391	[	0	0	-10,]	[-4,6000471343177196e-07	2,404781342	-1,5045695304870605]
8	10,08686817	25,01123428	8,829230553	[	0	0	-10,]	[-5,380558150136494e-07	2,871185303	-2,1924333572387695]
5	10,36551956	0,709872842	8,318762043	[	0	0	-10,]	[-6,419727469619829e-07	3,529182911	-2,645944356918335]
8	10,46028103	22,64894485	8,157037846	[	0	0	-10,]	[-7,593035888930899e-07	4,391853333	-2,944345474243164]
5	10,37006481	2,791458607	8,310874592	[	0	0	-10,]	[-8,783648013377388e-07	5,462974548	-2,994968891143799]
5	10,05899482	19,11454964	8,883386277	[	0	0	-10,]	[-1,0009099469243665e-06	6,760236263	-3,0459909439086914]
3	9,673594391	15,93815041	9,698403801	[	0	0	-10,]	[-1,0879340379688074e-06	8,234619141	-3,0958986282348633]
8	9,256784245	17,67164612	10,7459559	[	0	0	-10,]	[-1,1148589464937686e-06	9,602645874	-2,9964582920074463]
8	8,880390223	5,666519165	11,88530203	[	0	0	-10,]	[-1,115191594180942e-06	11,11834717	-2,500889539718628]
8	8,469577416	41,54051208	13,4109769	[	0	0	-10,]	[-1,1125733863082132e-06	12,82936001	-1,6131713390350342]
5	8,062323578	1,567220211	15,32747119	[	0	0	-10,]	[-1,0993356909239083e-06	14,70013809	-0,501100480556488]
7	7,702397415	5,7135005	17,50208993	[	0	0	-10,]	[-1,0681152389224735e-06	15,29145336	-0,1728314906358719]
7	7,60729575	22,64661407	18,17695758	[	0	0	-10,]	[-1,0681152389224735e-06	15,29145336	-0,1728314906358719]
5	-105	20,09327698	999	[	0	0	-10,]	[-1,0681152389224735e-06	15,29145336	-0,1728314906358719]
#############	EPISODIO	135#################								
Punto	Encontrado									
3	9,606807121	20,38205338	9,853504106	[	0	0	-10,]	[-6,418267826935331e-12	-0,015612606	-2,7107229232788086]
5	11,03187693	12,84448624	7,289293797	[	0	0	-10,]	[-2,819832423117674e-10	-0,183519915	-4,349663734436035]
5	12,51504987	1,748935819	5,653315795	[	0	0	-10,]	[-1,3036801638222073e-09	-0,210327148	-6,025289058685303]
5	15,03961245	15,38556767	3,980271922	[	0	0	-10,]	[-4,183564605853007e-09	0,00129592	-7,738965034484863]
5	20,33255388	33,65428925	2,261035337	[	0	0	-10,]	[-9,9827914823436e-09	0,432851762	-9,422770500183105]
5	45	22,56804085	0,721494659	[	0	0	-10,]	[-2,0023623648057765e-08	1,101434469	-11,142687797546387]
Punto	Encontrado									
5	7,220063323	31,44670868	21,52188011	[	1	-19	-6,]	[0,03461292013525963	1,940831661	-12,047195434570312]
1	7,191266051	11,31976032	21,8178591	[	1	-19	-6,]	[0,0731230154633522	1,698740244	-11,25576400756836]
5	7,23456824	26,37747002	21,37568722	[	1	-19	-6,]	[0,1119525358080864	1,527529597	-10,646796226501465]
3	7,265967364	3,01992631	21,06563113	[	1	-19	-6,]	[0,15025413036346436	1,506530762	-10,041449546813965]
3	7,281204011	31,92760468	20,91825008	[	1	-19	-6,]	[0,18859568238258362	1,344936728	-9,437047004699707]
8	7,309557628	13,71629333	20,64916753	[	1	-19	-6,]	[0,22686487436294556	0,984659791	-8,681238174438477]
5	7,360880604	20,43942833	20,17853818	[	1	-19	-6,]	[0,2658756375312805	0,770098686	-7,670258522033691]
1	7,397609433	1,82175374	19,85410547	[	1	-19	-6,]	[0,3042123317718506	0,776919067	-6,820492267608643]
1	7,403134801	12,76654911	19,80615702	[	1	-19	-6,]	[0,34236472845077515	0,822398484	-6,359107494354248]
5	7,399628893	10,3772049	19,83655525	[	1	-19	-6,]	[0,3813886344432831	0,880114436	-6,138500690460205]
5	7,393464614	38,90364456	19,89021901	[	1	-19	-6,]	[0,41966912150382996	1,12127018	-5,932726860046387]
5	7,366331864	12,02129841	20,12974971	[	1	-19	-6,]	[0,45765018463134766	1,583709121	-5,732307434082031]
7	7,315608883	23,61578751	20,59259294	[	1	-19	-6,]	[0,49544069170951843	2,249620914	-5,382487773895264]
7	7,245719605	14,68850708	21,2645783	[	1	-19	-6,]	[0,5334070324897766	2,96500349	-4,620198726654053]
5	7,172661909	2,258069754	22,01324462	[	1	-19	-6,]	[0,5708040595054626	3,691403389	-3,6031837463378906]
5	7,098929052	22,91275597	22,82167227	[	1	-19	-6,]	[0,6068165302276611	4,584973335	-2,609919309616089]
4	7,013643245	14,48636818	23,83061492	[	1	-19	-6,]	[0,6416622996330261	5,678601742	-1,6170437335968018]
5	6,918108198	3,297381878	25,06735119	[	1	-19	-6,]	[0,6752036809921265	6,818844795	-0,6238330006599426]
5	-105	26,43710327	999	[	1	-19	-6,]	[0,6908283829689026	7,429599285	-0,1565990149974823]
#############	EPISODIO	136#################								
Punto	Encontrado									
5	9,606807121	0,704260588	9,853504106	[	0	0	-10,]	[2,839545005378641e-12	0,015275739	-2,7041401863098145]
8	11,02709119	28,05714226	7,295875805	[	0	0	-10,]	[1,2779838298726531e-10	0,217081636	-4,243893623352051]
5	12,39623268	5,018623352	5,760198352	[	0	0	-10,]	[5,874313258047437e-10	0,647786796	-5,541229248046875]
5	14,08169288	34,8144989	4,505581467	[	0	0	-10,]	[1,5239295381164197e-09	1,315295577	-6,858089923858643]
5	16,34787222	51,2280426	3,406112356	[	0	0	-10,]	[3,0549431873083677e-09	2,201526403	-8,163054466247559]
3	17,92910447	21,25700569	2,867243868	[	0	0	-10,]	[6,5131007254137785e-09	3,257219553	-9,443131446838379]
3	16,61580749	20,5524044	3,304479052	[	0	0	-10,]	[2,6160455135482152e-08	4,178111076	-10,758668899536133]
3	14,53028522	25,55896759	4,246432699	[	0	0	-10,]	[6,667855245723331e-08	4,85545826	-12,065223693847656]
3	12,96632285	27,84336853	5,276421497	[	0	0	-10,]	[1,3041697854987433e-07	5,309540272	-13,384428024291992]
3	11,85262602	14,57234955	6,296472898	[	0	0	-10,]	[2,1779460723792e-07	5,532750607	-14,684971809387207]
1	11,06071802	23,10473251	7,249847593	[	0	0	-10,]	[3,3155356504721567e-07	5,546035767	-16,13690757751465]
8	10,39278501	15,52135372	8,271647196	[	0	0	-10,]	[4,588239903569047e-07	5,532931328	-17,708782196044922]
8	9,766957781	1,680309176	9,488869902	[	0	0	-10,]	[5,930762085881724e-07	5,70480442	-18,871299743652344]
7	9,330030489	3,143919468	10,5472628	[	0	0	-10,]	[8,204279424717242e-07	6,092988491	-19,651151657104492]
7	9,027855044	12,04612255	11,41355497	[	0	0	-10,]	[1,1780763315982767e-06	6,518062592	-20,0172061920166]
7	8,860666341	6,181908607	11,95113216	[	0	0	-10,]	[1,4906720480212243e-06	6,931265354	-19,973344802856445]
7	8,803620191	2,753534794	12,14537138	[	0	0	-10,]	[1,7602033040020615e-06	7,350390434	-19,51178550720215]
7	8,839977073	23,1335144	12,02091107	[	0	0	-10,]	[1,9779072317760438e-06	7,760497093	-18,6566219329834]
7	8,960102031	3,937484026	11,62593731	[	0	0	-10,]	[2,195260321968817e-06	8,171394348	-17,395092010498047]
3	9,159440634	34,15373993	11,02084713	[	0	0	-10,]	[2,4920786927395966e-06	8,564949036	-15,883119583129883]
3	9,389493908	54,89051819	10,39083481	[	0	0	-10,]	[2,8497404400695814e-06	8,774030685	-14,380906105041504]
7	9,62665918	24,33487701	9,806933913	[	0	0	-10,]	[3,1670285807194887e-06	8,776110649	-12,714827537536621]
7	9,908493349	13,43491936	9,186425131	[	0	0	-10,]	[3,507745987008093e-06	8,741456032	-10,610337257385254]
7	10,12151443	11,44237709	8,762737308	[	0	0	-10,]	[3,961556558351731e-06	8,709774971	-8,113310813903809]
3	10,04450393	17,30149078	8,911777383	[	0	0	-10,]	[4,459642241272377e-06	8,663488388	-5,413071632385254]
7	9,62840661	19,08504868	9,802853814	[	0	0	-10,]	[4,981539859727491e-06	8,445936203	-2,5359063148498535]
3	9,074484164	13,38665676	11,27149204	[	0	0	-10,]	[5,34057608092553e-06	8,248661041	-0,17710235714912415]
3	8,616135849	36,04354477	12,82691417	[	0	0	-10,]	[5,34057608092553e-06	8,248661041	-0,17710235714912415]
5	-105	21,83136177	999	[	0	0	-10,]	[5,34057608092553e-06	8,248661041	-0,17710235714912415]
#############	EPISODIO	137#################								
Punto	Encontrado									
5	9,606807121	2,568490982	9,853504106	[	0	0	-10,]	[7,976386044716843e-12	0,015613744	-2,710826873779297]
8	11,03195257	13,23600388	7,289189849	[	0	0	-10,]	[3,69237362907171e-10	0,218217999	-4,2506232261657715]
5	12,40355041	1,938843846	5,753516523	[	0	0	-10,]	[1,940369642738915e-09	0,64318639	-5,532685279846191]
1	14,06884879	35,41316223	4,513378949	[	0	0	-10,]	[6,2383906929142086e-09	1,276473999	-6,956668853759766]
1	16,62739472	28,10815811	3,300189439	[	0	0	-10,]	[2,0192423733078613e-08	1,947204828	-8,766378402709961]
5	20,12819202	11,45448589	2,30508761	[	0	0	-10,]	[4,821114174546892e-08	2,620532751	-10,799566268920898]
5	18,36970278	15,83917713	2,739798919	[	0	0	-10,]	[8,658116712467745e-08	3,500098705	-12,89787483215332]
5	14,01868142	11,22203827	4,544047699	[	0	0	-10,]	[1,3579919766470994e-07	4,58523798	-14,95718002319336]
5	11,44942246	28,47508621	6,752632162	[	0	0	-10,]	[2,01131413746225e-07	5,890449524	-17,02709197998047]
5	9,916723547	17,49236679	9,169373877	[	0	0	-10,]	[2,875408995350881e-07	7,430197239	-19,12379264831543]
5	8,916488469	50,92575073	11,76653829	[	0	0	-10,]	[3,9647898120165337e-07	9,156942368	-21,189769744873047]
5	8,234377347	14,89785385	14,45892598	[	0	0	-10,]	[5,364196340451599e-07	11,13852406	-23,307531356811523]
5	7,7242198	9,998595238	17,35387879	[	0	0	-10,]	[7,087746780598536e-07	13,33180046	-25,427734375]
5	7,337541466	12,7538414	20,38999489	[	0	0	-10,]	[9,120735739998054e-07	15,6740818	-27,5014591217041]
7	7,041298725	28,52000046	23,49421017	[	0	0	-10,]	[1,1506540431582835e-06	18,18189621	-29,418996810913086]
5	6,811447663	13,28234577	26,60223274	[	0	0	-10,]	[1,4234576610760996e-06	20,76174164	-31,132837295532227]
5	6,63264757	11,64715481	29,625103	[	0	0	-10,]	[1,7408600569979171e-06	23,50760841	-32,85906982421875]
3	6,479754023	1,821926355	32,78939961	[	0	0	-10,]	[2,10555003832269e-06	26,42768097	-34,59367752075195]
3	6,347678056	10,92530918	36,10084896	[	0	0	-10,]	[2,4857913558662403e-06	29,15231705	-36,337806701660156]
7	6,24106798	22,00078201	39,28788173	[	0	0	-10,]	[2,864328052964993e-06	31,55992317	-37,878456115722656]
3	6,159828509	94,70262146	42,10982149	[	0	0	-10,]	[3,2669493066350697e-06	33,89028931	-39,17877197265625]
#############	EPISODIO	138#################								
Punto	Encontrado									
3	9,606807121	14,76345158	9,853504106	[	0	0	-10,]	[-6,205615448590107e-12	-0,015275739	-2,7041404247283936]
3	11,02709137	5,182012558	7,295875567	[	0	0	-10,]	[-3,335791365355334e-10	-0,220109954	-4,385632038116455]
3	12,55437528	28,87244797	5,618680984	[	0	0	-10,]	[-1,7003344288113453e-09	-0,650643289	-6,056535243988037]
5	15,006444	21,56253815	3,996780075	[	0	0	-10,]	[-5,006540515495317e-09	-1,278454542	-7,751062393188477]
3	18,93952739	64,17040253	2,586922182	[	0	0	-10,]	[-1,3960594458239939e-08	-1,777388334	-9,431889533996582]
3	45	75,7449646	1,865973953	[	0	0	-10,]	[-2,5827795013810828e-08	-2,405611277	-11,101580619812012]
Punto	Encontrado									
7	7,509206551	6,195191383	18,92661783	[	-4	-19	-3,]	[-0,17739255726337433	-4,547339439	-11,35349178314209]
7	7,758589917	27,26406097	17,12520219	[	-4	-19	-3,]	[-0,3535844087600708	-5,472975731	-8,99744701385498]
8	8,078889247	34,80493927	15,23962279	[	-4	-19	-3,]	[-0,5228634476661682	-6,370037556	-6,199672222137451]
7	8,451854626	2,703981638	13,4849669	[	-4	-19	-3,]	[-0,6956433653831482	-7,123841763	-2,906001567840576]
7	8,751601535	2,656392813	12,32764142	[	-4	-19	-3,]	[-0,8254220485687256	-7,657878399	-0,16726821660995483]
3	8,812754741	1,035292864	12,11387787	[	-4	-19	-3,]	[-0,8254220485687256	-7,657878399	-0,16726821660995483]
7	-105	21,2756958	999	[	-4	-19	-3,]	[-0,8254220485687256	-7,657878399	-0,16726821660995483]
#############	EPISODIO	139#################								
Punto	Encontrado									
7	9,606807121	19,7016201	9,853504106	[	0	0	-10,]	[0,0	0	-2,576760768890381]
5	10,93595868	16,69730568	7,423239231	[	0	0	-10,]	[2,8093664547479413e-12	0,01510701	-3,8338515758514404]
3	11,97723071	11,49255276	6,16616693	[	0	0	-10,]	[2,2031233781749648e-10	0,183986321	-5,101705551147461]
3	13,47206536	2,751294851	4,901748614	[	0	0	-10,]	[2,6956981091785792e-09	0,209211856	-6,412106037139893]
7	15,88378889	1,939755678	3,59398841	[	0	0	-10,]	[7,997829065686801e-09	0,018360224	-7,549042224884033]
4	19,48844261	18,04191399	2,451026543	[	0	0	-10,]	[1,1703088276249218e-08	-0,209274426	-8,433616638183594]
3	45	41,02850723	1,580301434	[	0	0	-10,]	[1,1526099186198735e-08	-0,446374506	-9,307129859924316]
Punto	Encontrado									
3	7,476801096	16,40520096	19,18732957	[	19	2	-10,]	[0,5748565196990967	-1,140939713	-9,736479759216309]
3	7,53899873	9,618985176	18,69280229	[	19	2	-10,]	[1,150356650352478	-1,42650187	-9,621389389038086]
1	7,606950845	14,68693924	18,17949473	[	19	2	-10,]	[1,705749273300171	-1,926423907	-9,654885292053223]
5	7,668413071	39,62832642	17,73772863	[	19	2	-10,]	[2,260648250579834	-2,445631742	-9,926003456115723]
3	7,729289407	36,61333466	17,31978678	[	19	2	-10,]	[2,8121604919433594	-2,802626371	-10,20140552520752]
3	7,795413379	14,44532108	16,88644226	[	19	2	-10,]	[3,366757392883301	-3,305570602	-10,489378929138184]
5	7,854490622	4,906757832	16,51626004	[	19	2	-10,]	[3,926132917404175	-4,015710354	-10,780624389648438]
5	7,898772479	35,97157288	16,24868039	[	19	2	-10,]	[4,473136901855469	-4,559206486	-11,075206756591797]
3	7,945462558	26,78003693	15,97526246	[	19	2	-10,]	[5,016941070556641	-4,901745796	-11,368178367614746]
3	8,002372554	58,87991333	15,65349623	[	19	2	-10,]	[5,570271015167236	-5,401020527	-11,676528930664062]
5	8,044062837	2,365657806	15,42541652	[	19	2	-10,]	[6,111120700836182	-6,086644173	-11,978355407714844]
5	8,0592719	3,279455185	15,34375813	[	19	2	-10,]	[6,665560245513916	-6,634553432	-12,298162460327148]
7	8,080574101	2,618753433	15,23074088	[	19	2	-10,]	[7,2081685066223145	-6,956464291	-12,455698013305664]
8	8,123074768	22,0510788	15,00986327	[	19	2	-10,]	[7,756069183349609	-7,232285976	-12,214245796203613]
5	8,181448325	44,579422	14,71611256	[	19	2	-10,]	[8,296584129333496	-7,32338953	-11,728582382202148]
5	8,268073184	11,44556332	14,29953498	[	19	2	-10,]	[8,831707954406738	-7,18734026	-11,244945526123047]
5	8,387419848	12,83151817	13,76049685	[	19	2	-10,]	[9,380195617675781	-6,818883419	-10,748662948608398]
5	8,553187524	2,104371548	13,07187199	[	19	2	-10,]	[9,926726341247559	-6,220396996	-10,254570007324219]
5	8,774730128	13,65456009	12,24598006	[	19	2	-10,]	[10,45838451385498	-5,414438248	-9,774629592895508]
5	9,060750078	38,67372513	11,31299613	[	19	2	-10,]	[10,989827156066895	-4,385577679	-9,296048164367676]
5	9,437302593	31,86368179	10,26810691	[	19	2	-10,]	[11,512598991394043	-3,15333128	-8,826664924621582]
8	9,918905488	32,67490768	9,16486292	[	19	2	-10,]	[12,047564506530762	-1,670497656	-8,194540023803711]
8	10,51480063	15,29024029	8,066510897	[	19	2	-10,]	[12,578119277954102	0,017421911	-7,168859004974365]
8	11,02924712	27,15636826	7,29290938	[	19	2	-10,]	[13,106600761413574	1,914038658	-5,748590469360352]
8	11,04790474	13,30155373	7,267325982	[	19	2	-10,]	[13,633334159851074	4,016056061	-3,932157516479492]
5	10,34890245	31,24274826	8,347712063	[	19	2	-10,]	[14,158734321594238	6,325022221	-1,868139386177063]
5	-105	20,74682617	999	[	19	2	-10,]	[14,380937576293945	7,368884087	-0,9943222403526306]
#############	EPISODIO	140#################								
Punto	Encontrado									
5	9,606807121	3,363632917	9,853504106	[	0	0	-10,]	[2,9329117259835336e-12	0,015612607	-2,7107226848602295]
3	11,03187675	21,45596313	7,289294035	[	0	0	-10,]	[1,0257088928211644e-10	0,189808726	-4,401876449584961]
5	12,57421928	75,73509216	5,601340432	[	0	0	-10,]	[6,441664424094995e-10	0,245769352	-6,112233638763428]
3	15,21340521	17,90429115	3,895526903	[	0	0	-10,]	[6,444654587767218e-09	0,407871425	-7,764735698699951]
3	20,28037035	19,08946419	2,272172	[	0	0	-10,]	[1,3172406276851234e-08	0,434060901	-9,434643745422363]
3	45	3,318080902	0,712766835	[	0	0	-10,]	[1,762811230321404e-08	0,230331019	-11,119729995727539]
Punto	Encontrado									
3	7,238824643	32,38130951	21,33314706	[-17,	-10	-4,]	[-0,625885009765625	-0,862156868	-11,661422729492188]	
7	7,352266949	16,19060898	20,25609086	[-17,	-10	-4,]	[-1,2443575859069824	-1,480185866	-10,064166069030762]	
7	7,511255795	25,211689	18,91035724	[-17,	-10	-4,]	[-1,8611371517181396	-2,1517272	-7,967855453491211]	
3	7,701557953	10,40804291	17,50783914	[-17,	-10	-4,]	[-2,4614858627319336	-2,816174269	-5,635161876678467]	
3	7,890380981	2,87148571	16,29875762	[-17,	-10	-4,]	[-3,063436269760132	-3,6636374	-3,2781312465667725]	
3	8,062525374	6,547245026	15,32639534	[-17,	-10	-4,]	[-3,6640193462371826	-4,735965729	-0,9100014567375183]	
3	8,191521192	2,930552244	14,66651042	[-17,	-10	-4,]	[-3,8484387397766113	-5,111918926	-0,17971403896808624]	
3	8,217219279	29,44610786	14,5413715	[-17,	-10	-4,]	[-3,8484387397766113	-5,111918926	-0,17971403896808624]	
3	-105	24,34391785	999	[-17,	-10	-4,]	[-3,8484387397766113	-5,111918926	-0,17971403896808624]	
#############	EPISODIO	141#################								
Punto	Encontrado									
7	10,64612163	9,739768982	7,855636358	[	0	0	-10,]	[0,0	0	-4,556931018829346]
7	12,760277	4,652481079	5,443068981	[	0	0	-10,]	[0,0	0	-5,664275646209717]
7	14,37079892	2,271924496	4,335724354	[	0	0	-10,]	[0,0	0	-6,389946460723877]
5	15,84586102	34,01535797	3,610053539	[	0	0	-10,]	[-3,5461746386578064e-12	0,014971866	-6,85768461227417]
5	17,07044003	3,921143293	3,142351055	[	0	0	-10,]	[-1,6143880676722233e-10	0,216433838	-7,33304500579834]
