Time;Hilo;Episodio;Step;Values;log_prob;Rewards;Remaining_Length;Point;Position;Action
1615632615,4770312;w0;2;61;6,646601974635941;-1,5843549449283727;10,79;29,21;[ 30,  15, -20,];[ 6,98  3,49 -6,2 ];4
1615632615,5669796;w0;2;62;6,64505367596762;-1,6321533343084895;10,8;29,2;[ 30,  15, -20,];[ 6,98  3,49 -6,21];2
1615632615,6569283;w0;2;63;6,641631249724056;-1,7005987234637663;10,8;29,2;[ 30,  15, -20,];[ 6,98  3,49 -6,2 ];0
1615632615,7478766;w0;2;64;6,638429283269841;-1,5404849790530954;10,79;29,21;[ 30,  15, -20,];[ 6,98  3,49 -6,19];3
1615632615,8288298;w0;2;65;6,633130596420353;-1,5405183514346463;10,77;29,23;[ 30,  15, -20,];[ 6,98  3,49 -6,14];3
1615632615,9007895;w0;2;66;6,624647406808942;-1,6322879988779075;10,75;29,25;[ 30,  15, -20,];[ 6,98  3,49 -6,11];2
1615632615,9822495;w0;2;67;6,622036211132493;-1,5403942840930722;10,75;29,25;[ 30,  15, -20,];[ 6,98  3,49 -6,1 ];3
1615632616,0801935;w0;2;68;6,6249322536364295;-1,6323745330675625;10,75;29,25;[ 30,  15, -20,];[ 6,98  3,49 -6,1 ];2
1615632616,1651502;w0;2;69;6,628235123691021;-1,5843070844948781;10,75;29,25;[ 30,  15, -20,];[ 6,98  3,49 -6,1 ];4
1615632616,2560983;w0;2;70;6,631868441200742;-1,5403881216937598;10,75;29,25;[ 30,  15, -20,];[ 6,98  3,49 -6,1 ];3
1615632616,347063;w0;2;71;6,632723155677266;-1,5966169753988884;10,75;29,25;[ 30,  15, -20,];[ 6,98  3,49 -6,11];1
1615632616,4390035;w0;2;72;6,637598921672042;-1,5404021470967695;10,76;29,24;[ 30,  15, -20,];[ 6,98  3,49 -6,12];3
1615632616,518956;w0;2;73;6,642242363970206;-1,6321949545104693;10,78;29,22;[ 30,  15, -20,];[ 6,98  3,49 -6,16];2
1615632616,603908;w0;2;74;6,649028031092894;-1,700621199228056;10,8;29,2;[ 30,  15, -20,];[ 6,98  3,49 -6,21];0
1615632616,6848612;w0;2;75;6,6521947746421395;-1,6318270023243346;10,82;29,18;[ 30,  15, -20,];[ 6,98  3,49 -6,25];2
1615632616,7760425;w0;2;76;6,65197501463321;-1,6317761493410907;10,83;29,17;[ 30,  15, -20,];[ 6,98  3,49 -6,26];2
1615632616,8609943;w0;2;77;6,6471035131262415;-1,5850604018986367;10,82;29,18;[ 30,  15, -20,];[ 6,98  3,49 -6,26];4
1615632616,9529402;w0;2;78;6,6423753322669095;-1,5406320776486169;10,82;29,18;[ 30,  15, -20,];[ 6,98  3,49 -6,25];3
1615632617,0448864;w0;2;79;6,63947471382131;-1,7004349057706591;10,82;29,18;[ 30,  15, -20,];[ 6,98  3,49 -6,24];0
1615632617,135835;w0;2;80;6,636426943343501;-1,7003881498165196;10,81;29,19;[ 30,  15, -20,];[ 6,98  3,49 -6,23];0
1615632617,2217853;w0;2;81;6,632277375821643;-1,5963717322918511;10,79;29,21;[ 30,  15, -20,];[ 6,98  3,49 -6,19];1
1615632617,309244;w0;2;82;6,629217004444871;-1,700481070051681;10,77;29,23;[ 30,  15, -20,];[ 6,98  3,49 -6,13];0
1615632617,4071941;w0;2;83;6,6242926538870925;-1,632158074302712;10,75;29,25;[ 30,  15, -20,];[ 6,98  3,49 -6,11];2
1615632617,4924307;w0;2;84;6,61442059091081;-1,7006169568985072;10,73;29,27;[ 30,  15, -20,];[ 6,98  3,49 -6,05];0
1615632617,5863762;w0;2;85;6,6087077489113035;-1,6322672369082687;10,7;29,3;[ 30,  15, -20,];[ 6,98  3,49 -6,01];2
1615632617,6723297;w0;2;86;6,602017258456544;-1,7007739927845509;10,67;29,33;[ 30,  15, -20,];[ 6,98  3,49 -5,94];0
1615632617,7632775;w0;2;87;6,590632136876915;-1,5965408278872253;10,65;29,35;[ 30,  15, -20,];[ 6,98  3,49 -5,89];1
1615632617,8552256;w0;2;88;6,587634646284101;-1,7011124329405563;10,62;29,38;[ 30,  15, -20,];[ 6,98  3,49 -5,84];0
1615632617,9421754;w0;2;89;6,5812660541059635;-1,540224755495222;10,61;29,39;[ 30,  15, -20,];[ 6,98  3,49 -5,82];3
1615632618,027127;w0;2;90;6,573800952936262;-1,540215234378244;10,59;29,41;[ 30,  15, -20,];[ 6,98  3,49 -5,77];3
1615632618,1150756;w0;2;91;6,565190212936041;-1,5964361051135965;10,58;29,42;[ 30,  15, -20,];[ 6,98  3,49 -5,74];1
1615632618,208023;w0;2;92;6,568046720349277;-1,596404543854673;10,58;29,42;[ 30,  15, -20,];[ 6,98  3,49 -5,74];1
1615632618,2999792;w0;2;93;6,577666652229939;-1,5401891678618749;10,6;29,4;[ 30,  15, -20,];[ 6,98  3,49 -5,79];3
1615632618,3869276;w0;2;94;6,592680382839635;-1,5964633463091367;10,62;29,38;[ 30,  15, -20,];[ 6,98  3,49 -5,84];1
1615632618,466889;w0;2;95;6,605026213669887;-1,5401119168404338;10,65;29,35;[ 30,  15, -20,];[ 6,98  3,49 -5,89];3
1615632618,5468452;w0;2;96;6,61566998785474;-1,701752061005141;10,67;29,33;[ 30,  15, -20,];[ 6,98  3,49 -5,93];0
1615632618,6392996;w0;2;97;6,622084290780325;-1,5400953891210265;10,69;29,31;[ 30,  15, -20,];[ 6,98  3,49 -5,98];3
1615632618,735248;w0;2;98;6,6285596022555895;-1,540144057589077;10,7;29,3;[ 30,  15, -20,];[ 6,98  3,49 -5,99];3
1615632618,8291903;w0;2;99;6,629785183061391;-1,540182519102593;10,69;29,31;[ 30,  15, -20,];[ 6,98  3,49 -5,98];3
