Time;Hilo;Episodio;Step;Values;log_prob;Rewards;Remaining_Length;Point;Position;Action;Colision
1619339775.3005023;w2;0;49-> 10.446018695831299;2.1101074676042257;-1.8018350438450945;19.29;41.42;[ 50.  50. -40.];[ 27.18  20.06 -22.74];3;False
1619339775.4434528;w2;0;50-> 10.55499005317688;2.071290381897891;-1.7776027116036166;19.66;40.69;[ 50.  50. -40.];[ 27.84  20.4  -23.02];5;False
1619339775.5274372;w2;0;51-> 10.69794225692749;2.056182152592222;-1.7881240039092299;19.85;40.29;[ 50.  50. -40.];[ 28.21  20.57 -23.19];1;False
1619339775.6414154;w2;0;52-> 10.781925201416016;2.0162160565895135;-1.7772036266699807;20.14;39.73;[ 50.  50. -40.];[ 28.76  20.81 -23.43];5;False
1619339775.7963917;w2;0;53-> 10.894904136657715;1.9778937236649772;-1.7066166530703875;20.47;39.07;[ 50.  50. -40.];[ 29.39  21.07 -23.74];2;False
1619339775.896425;w2;0;54-> 11.049880504608154;1.942851160372868;-1.8025701353804404;20.71;38.58;[ 50.  50. -40.];[ 29.86  21.26 -23.97];3;False
1619339776.0233526;w2;0;55-> 11.149913787841797;1.9151832855346829;-1.8025731570604888;21.01;37.99;[ 50.  50. -40.];[ 30.44  21.5  -24.25];3;False
1619339776.1293669;w2;0;56-> 11.276841402053833;1.9051653715627692;-1.7082513680148812;21.26;37.49;[ 50.  50. -40.];[ 30.92  21.7  -24.49];2;False
1619339776.2253804;w2;0;57-> 11.383853912353516;1.8948134079521075;-1.7966001284954707;21.45;37.1;[ 50.  50. -40.];[ 31.31  21.84 -24.7 ];1;False
1619339776.3568754;w2;0;58-> 11.478869199752808;1.8785688655785648;-1.841971802780493;21.75;36.5;[ 50.  50. -40.];[ 31.92  22.07 -25.01];0;False
1619339776.4678104;w2;0;59-> 11.610364198684692;1.8698427991783024;-1.775693963346925;21.99;36.02;[ 50.  50. -40.];[ 32.4   22.24 -25.26];5;False
1619339776.5647552;w2;0;60-> 11.722299098968506;1.8652996249942844;-1.8034933563230124;22.19;35.62;[ 50.  50. -40.];[ 32.82  22.39 -25.46];3;False
1619339776.6816878;w2;0;61-> 11.81924319267273;1.82397548453265;-1.8018464546168023;22.45;35.09;[ 50.  50. -40.];[ 33.37  22.59 -25.73];1;False
1619339776.7596445;w2;0;62-> 11.936176538467407;1.8166143226452596;-1.837161016639741;22.6;34.8;[ 50.  50. -40.];[ 33.68  22.7  -25.89];0;False
1619339776.8585863;w2;0;63-> 12.014132022857666;1.7841077736906739;-1.8250703448689471;22.83;34.34;[ 50.  50. -40.];[ 34.17  22.86 -26.15];4;False
1619339776.9495342;w2;0;64-> 12.113074541091919;1.7636444419640918;-1.8351361210167045;23.04;33.92;[ 50.  50. -40.];[ 34.65  23.   -26.36];0;False
1619339777.0305192;w2;0;65-> 12.204023122787476;1.7400656872078981;-1.8039688565076009;23.21;33.59;[ 50.  50. -40.];[ 35.04  23.12 -26.53];3;False
1619339777.1585438;w2;0;66-> 12.28500771522522;1.7225167506037484;-1.772946891710443;23.46;33.09;[ 50.  50. -40.];[ 35.64  23.29 -26.77];5;False
1619339777.2515612;w2;0;67-> 12.41303300857544;1.7147514340707735;-1.831807462620216;23.63;32.75;[ 50.  50. -40.];[ 36.06  23.4  -26.95];0;False
1619339777.3665361;w2;0;68-> 12.506050109863281;1.6992815732159534;-1.822052919956135;23.84;32.31;[ 50.  50. -40.];[ 36.64  23.53 -27.17];4;False
1619339777.5075734;w2;0;69-> 12.621024370193481;1.653166564015839;-1.7179871784811072;24.06;31.89;[ 50.  50. -40.];[ 37.23  23.65 -27.36];2;False
1619339777.6135402;w2;0;70-> 12.762061595916748;1.6092629359344046;-1.8275200562774792;24.23;31.54;[ 50.  50. -40.];[ 37.75  23.76 -27.52];0;False
1619339777.7555206;w2;0;71-> 12.867028951644897;1.5606464712651056;-1.8200398276549723;24.47;31.06;[ 50.  50. -40.];[ 38.48  23.91 -27.72];4;False
1619339777.8625436;w2;0;72-> 13.010008573532104;1.539390554813586;-1.8192022278879223;24.64;30.71;[ 50.  50. -40.];[ 39.03  24.02 -27.83];4;False
1619339777.9625385;w2;0;73-> 13.117033004760742;1.4916723930245335;-1.7686668987105563;24.82;30.37;[ 50.  50. -40.];[ 39.6   24.14 -27.95];5;False
1619339778.0685115;w2;0;74-> 13.217026948928833;1.4355642123588601;-1.820819595947015;24.98;30.03;[ 50.  50. -40.];[ 40.15  24.26 -28.07];0;False
1619339778.1845007;w2;0;75-> 13.323000192642212;1.372683920014858;-1.725986564546546;25.17;29.66;[ 50.  50. -40.];[ 40.81  24.4  -28.18];2;False
1619339778.2944767;w2;0;76-> 13.438989400863647;1.3054619602572213;-1.8218037234012476;25.32;29.36;[ 50.  50. -40.];[ 41.39  24.52 -28.23];1;False
1619339778.4154608;w2;0;77-> 13.54796552658081;1.2267725788978376;-1.805447777735648;25.46;29.09;[ 50.  50. -40.];[ 41.93  24.63 -28.27];3;False
1619339778.522482;w2;0;78-> 13.668949604034424;1.1155716734562144;-1.8151111097681392;25.6;28.8;[ 50.  50. -40.];[ 42.49  24.76 -28.33];4;False
1619339778.6084654;w2;0;79-> 13.776969909667969;1.0110740002117895;-1.811807803604957;25.73;28.54;[ 50.  50. -40.];[ 43.04  24.89 -28.38];0;False
1619339778.7234612;w2;0;80-> 13.86295485496521;0.8882293712153448;-1.8098040295315665;25.88;28.25;[ 50.  50. -40.];[ 43.67  25.02 -28.43];0;False
1619339778.8584826;w2;0;81-> 13.97694993019104;0.7421160288185893;-1.7615899412867146;26.02;27.97;[ 50.  50. -40.];[ 44.38  25.16 -28.44];5;False
1619339778.9614558;w2;0;82-> 14.11297082901001;0.5926394369652579;-1.8303966726622012;26.12;27.75;[ 50.  50. -40.];[ 45.    25.28 -28.42];1;False
1619339779.0694633;w2;0;83-> 14.21494460105896;0.4568599814447021;-1.7593488935232473;26.23;27.55;[ 50.  50. -40.];[ 45.66  25.4  -28.38];5;False
1619339779.156493;w2;0;84-> 14.323976993560791;0.32566828260223235;-1.7431107615969437;26.32;27.37;[ 50.  50. -40.];[ 46.24  25.51 -28.38];2;False
1619339779.2705252;w2;0;85-> 14.410982370376587;0.1857426077435922;-1.7455676037265864;26.42;27.16;[ 50.  50. -40.];[ 46.97  25.65 -28.36];2;False
1619339779.3613653;w2;0;86-> 14.525013446807861;0.07459531869190705;-1.7993934462509285;26.49;27.01;[ 50.  50. -40.];[ 47.48  25.76 -28.36];0;False
1619339779.4634953;w2;0;87-> 14.615853786468506;-0.01591329455502688;-1.8050818597286178;26.57;26.85;[ 50.  50. -40.];[ 47.97  25.88 -28.39];4;False
1619339779.5624979;w2;0;88-> 14.717985153198242;-0.1070306813408819;-1.7966440366272363;26.66;26.68;[ 50.  50. -40.];[ 48.53  26.02 -28.4 ];0;False
1619339779.6954796;w2;0;89-> 14.816986083984375;-0.2306758117571941;-1.7567586200306855;26.78;26.44;[ 50.  50. -40.];[ 49.35  26.25 -28.41];5;False
1619339779.826531;w2;0;90-> 14.949968576431274;-0.34359129746134576;-1.7995463278681532;26.88;26.25;[ 50.  50. -40.];[ 50.13  26.47 -28.37];4;False
1619339779.9415035;w2;0;91-> 15.081019163131714;-0.43113441517196005;-1.7974955029211288;26.94;26.12;[ 50.  50. -40.];[ 50.77  26.65 -28.31];4;False
1619339780.0485044;w2;0;92-> 15.195991277694702;-0.5233202814408553;-1.7898709061096927;27.0;26.0;[ 50.  50. -40.];[ 51.49  26.85 -28.27];0;False
1619339780.1844945;w2;0;93-> 15.30299186706543;-0.6093791443177252;-1.7654214520500506;27.07;25.86;[ 50.  50. -40.];[ 52.4   27.1  -28.23];2;False
1619339780.2835183;w2;0;94-> 15.437983274459839;-0.6808154709164465;-1.8110530488199417;27.1;25.81;[ 50.  50. -40.];[ 53.07  27.27 -28.17];3;False
1619339780.3694954;w2;0;95-> 15.538006782531738;-0.7399949009898021;-1.756124667004872;27.11;25.78;[ 50.  50. -40.];[ 53.53  27.39 -28.12];5;False
1619339780.4845266;w2;0;96-> 15.623981952667236;-0.797576518037006;-1.840317441575059;27.12;25.76;[ 50.  50. -40.];[ 54.03  27.53 -28.06];1;False
1619339780.6125116;w2;0;97-> 15.739014625549316;-0.8978615441701339;-1.7869827033307042;27.12;25.75;[ 50.  50. -40.];[ 54.86  27.76 -27.96];4;False
1619339780.7195077;w2;0;98-> 15.867000102996826;-0.9871089657704297;-1.7756163644063176;27.12;25.75;[ 50.  50. -40.];[ 55.61  27.97 -27.91];2;False
1619339780.81648;w2;0;99-> 15.97399640083313;-1.0615429959340235;-1.7768690944223986;27.12;25.77;[ 50.  50. -40.];[ 56.3   28.15 -27.87];2;False
1619339780.9815104;w2;0;100-> 16.07096815109253;-1.1238726451342094;-1.7805154243405592;27.1;25.79;[ 50.  50. -40.];[ 56.95  28.34 -27.84];0;False
1619339781.131516;w2;0;101-> 16.23599934577942;-1.220962500242354;-1.8133482797888294;27.08;25.84;[ 50.  50. -40.];[ 58.08  28.69 -27.83];3;False
1619339781.233514;w2;0;102-> 16.38600492477417;-1.269224293207666;-1.75824294806183;27.05;25.91;[ 50.  50. -40.];[ 58.79  28.92 -27.78];5;False
1619339781.3650322;w2;0;103-> 16.488003730773926;-1.3102974263480536;-1.8148736316714826;26.99;26.02;[ 50.  50. -40.];[ 59.6   29.18 -27.69];3;False
1619339781.4629762;w2;0;104-> 16.618520975112915;-1.3563510833996668;-1.780316123824792;26.93;26.15;[ 50.  50. -40.];[ 60.22  29.37 -27.6 ];4;False
1619339781.5629182;w2;0;105-> 16.71646499633789;-1.386752608033161;-1.8393132231540061;26.84;26.32;[ 50.  50. -40.];[ 60.93  29.59 -27.49];1;False
1619339781.7078354;w2;0;106-> 16.817406177520752;-1.4052013916342192;-1.8168044863755302;26.72;26.56;[ 50.  50. -40.];[ 61.79  29.83 -27.36];3;False
1619339781.8057792;w2;0;107-> 16.961324214935303;-1.4364346479214847;-1.8173703173309466;26.64;26.73;[ 50.  50. -40.];[ 62.33  29.98 -27.29];3;False
1619339781.9318154;w2;0;108-> 17.060267686843872;-1.4773912692704707;-1.7596098414237518;26.5;26.99;[ 50.  50. -40.];[ 63.12  30.18 -27.21];5;False
1619339782.0327582;w2;0;109-> 17.185304164886475;-1.4893862147649297;-1.7715306096885668;26.37;27.26;[ 50.  50. -40.];[ 63.85  30.34 -27.17];0;False
1619339782.1657064;w2;0;110-> 17.28724718093872;-1.5040431515599084;-1.7859676239707785;26.16;27.68;[ 50.  50. -40.];[ 64.85  30.53 -27.08];2;False
1619339782.2666857;w2;0;111-> 17.4191951751709;-1.5154328411546838;-1.838888234749695;25.97;28.05;[ 50.  50. -40.];[ 65.61  30.68 -26.97];1;False
1619339782.4127207;w2;0;112-> 17.52117419242859;-1.5369229486849383;-1.7808101104447138;25.76;28.48;[ 50.  50. -40.];[ 66.45  30.84 -26.84];4;False
1619339782.504708;w2;0;113-> 17.667208909988403;-1.5418293008041606;-1.7605449281743075;25.63;28.74;[ 50.  50. -40.];[ 66.96  30.94 -26.78];5;False
1619339782.6026788;w2;0;114-> 17.759196281433105;-1.5438940627867437;-1.781996718507866;25.44;29.13;[ 50.  50. -40.];[ 67.7   31.09 -26.68];4;False
1619339782.724669;w2;0;115-> 17.857167720794678;-1.5533471611961964;-1.815476810645796;25.2;29.59;[ 50.  50. -40.];[ 68.55  31.26 -26.58];3;False
1619339782.8386877;w2;0;116-> 17.979158639907837;-1.5454785307055712;-1.790398885770753;24.99;30.02;[ 50.  50. -40.];[ 69.32  31.41 -26.5 ];2;False
1619339782.9206405;w2;0;117-> 18.093175888061523;-1.5220952297987203;-1.7843346396810202;24.81;30.37;[ 50.  50. -40.];[ 69.93  31.52 -26.45];4;False
1619339783.0186124;w2;0;118-> 18.174129247665405;-1.5067016110388267;-1.8340179490843114;24.59;30.83;[ 50.  50. -40.];[ 70.69  31.65 -26.37];1;False
1619339783.1265957;w2;0;119-> 18.27310085296631;-1.457647302040297;-1.7596263693145027;24.29;31.42;[ 50.  50. -40.];[ 71.66  31.82 -26.3 ];5;False
1619339783.2335837;w2;0;120-> 18.38108539581299;-1.3873758051402625;-1.8141357144474792;23.99;32.01;[ 50.  50. -40.];[ 72.61  31.98 -26.26];3;False
1619339783.3735332;w2;0;121-> 18.48807120323181;-1.325147441430543;-1.8312204119506694;23.61;32.78;[ 50.  50. -40.];[ 73.82  32.18 -26.24];1;False
1619339783.4854693;w2;0;122-> 18.628021955490112;-1.2153077895068862;-1.8303306456926485;23.35;33.31;[ 50.  50. -40.];[ 74.64  32.29 -26.26];1;False
1619339783.5884104;w2;0;123-> 18.73895812034607;-1.1018550945988896;-1.788277340825442;23.1;33.81;[ 50.  50. -40.];[ 75.4   32.38 -26.3 ];4;False
1619339783.7073424;w2;0;124-> 18.84289813041687;-0.9747642808866654;-1.7885227679948792;22.83;34.35;[ 50.  50. -40.];[ 76.21  32.47 -26.38];4;False
1619339783.8112829;w2;0;125-> 18.96183133125305;-0.8459774590880418;-1.8138255845685893;22.51;34.97;[ 50.  50. -40.];[ 77.15  32.57 -26.5 ];3;False
1619339783.9332135;w2;0;126-> 19.065770864486694;-0.6946545305129739;-1.8136513131292955;22.13;35.74;[ 50.  50. -40.];[ 78.27  32.68 -26.66];3;False
1619339784.0161655;w2;0;127-> 19.18770146369934;-0.5390097244268786;-1.7888201147896874;21.85;36.3;[ 50.  50. -40.];[ 79.09  32.75 -26.8 ];4;False
1619339784.1071131;w2;0;128-> 19.27065420150757;-0.38627991716635623;-1.7629371785653187;21.56;36.89;[ 50.  50. -40.];[ 79.91  32.79 -26.96];0;False
1619339784.2131639;w2;0;129-> 19.36160111427307;-0.21531519438471403;-1.7628666436404319;21.23;37.55;[ 50.  50. -40.];[ 80.8   32.81 -27.14];0;False
1619339784.3261728;w2;0;130-> 19.46765160560608;-0.05864610899673073;-1.7626578182699082;20.88;38.23;[ 50.  50. -40.];[ 81.7   32.83 -27.27];0;False
1619339784.4651706;w2;0;131-> 19.580661296844482;0.08567531748162338;-1.753227574628142;20.64;38.72;[ 50.  50. -40.];[ 82.32  32.84 -27.34];5;False
1619339784.558212;w2;0;132-> 19.71965980529785;0.20681781089179596;-1.7526810896874931;20.3;39.39;[ 50.  50. -40.];[ 83.15  32.86 -27.39];5;False
1619339784.6672394;w2;0;133-> 19.812700510025024;0.3340644884622628;-1.8133517570055753;19.86;40.28;[ 50.  50. -40.];[ 84.23  32.87 -27.43];3;False
1619339784.7822711;w2;0;134-> 19.921727895736694;0.4720531348082311;-1.8137451024722338;19.6;40.8;[ 50.  50. -40.];[ 84.84  32.88 -27.44];2;False
1619339784.9052696;w2;0;135-> 20.035759925842285;0.5987100959584852;-1.751675584099302;19.22;41.56;[ 50.  50. -40.];[ 85.73  32.89 -27.45];5;False
1619339784.9913247;w2;0;136-> 20.158758401870728;0.6957579188690728;-1.8159971704664075;18.9;42.2;[ 50.  50. -40.];[ 86.47  32.89 -27.43];2;False
1619339785.096328;w2;0;137-> 20.24581217765808;0.7891320576467509;-1.789719267459181;18.51;42.97;[ 50.  50. -40.];[ 87.35  32.9  -27.39];4;False
1619339785.2293258;w2;0;138-> 20.35081648826599;0.8846649202456747;-1.7902635921448224;18.0;44.01;[ 50.  50. -40.];[ 88.53  32.93 -27.35];4;False
1619339785.3183331;w2;0;139-> 20.48281455039978;0.9537562472983243;-1.8120312540958958;17.72;44.57;[ 50.  50. -40.];[ 89.18  32.95 -27.33];3;False
1619339785.4508357;w2;0;140-> 20.572821378707886;1.0270895080996154;-1.816167115971095;17.35;45.3;[ 50.  50. -40.];[ 90.03  32.99 -27.33];1;False
1619339785.5592818;w2;0;141-> 20.705835580825806;1.0826302390249838;-1.7918341316935618;16.95;46.1;[ 50.  50. -40.];[ 90.95  33.03 -27.32];4;False
1619339785.6452703;w2;0;142-> 20.81277060508728;1.124636635396624;-1.8142932703050594;16.6;46.8;[ 50.  50. -40.];[ 91.75  33.06 -27.32];1;False
1619339785.7072356;w2;0;143-> 20.899759531021118;1.19894296846689;-1.7635925054285142;16.36;47.28;[ 50.  50. -40.];[ 92.3   33.08 -27.33];0;False
1619339785.8201954;w2;0;144-> 20.960724353790283;1.2478918347504147;-1.8230796686599546;15.89;48.23;[ 50.  50. -40.];[ 93.37  33.11 -27.34];2;False
1619339785.9241362;w2;0;145-> 21.07468271255493;1.2732284366385276;-1.7506847606564395;15.45;49.1;[ 50.  50. -40.];[ 94.34  33.14 -27.33];5;False
1619339786.0600955;w2;0;146-> 21.177624940872192;1.3241133054413892;-1.7512833477994578;14.9;50.21;[ 50.  50. -40.];[ 95.58  33.2  -27.31];5;False
1619339786.1601014;w2;0;147-> 21.31458306312561;1.367165349160663;-1.7644652240522611;14.47;51.05;[ 50.  50. -40.];[ 96.52  33.25 -27.3 ];0;False
1619339786.2621186;w2;0;148-> 21.414589881896973;1.3884340690498567;-1.764568542974962;14.07;51.87;[ 50.  50. -40.];[ 97.43  33.31 -27.28];0;False
1619339786.3571103;w2;0;149-> 21.51660656929016;1.4088804999665525;-1.805969639706648;13.73;52.54;[ 50.  50. -40.];[ 98.17  33.35 -27.24];1;False
1619339786.4650495;w2;0;150-> 21.61159920692444;1.428237922347372;-1.804903140441314;13.45;53.1;[ 50.  50. -40.];[ 98.78  33.39 -27.19];1;False
1619339786.5240538;w2;0;151-> 21.71953797340393;1.44779886052368;-1.764996162832493;13.19;53.63;[ 50.  50. -40.];[ 99.36  33.43 -27.16];0;False
1619339786.6340299;w2;0;152-> 21.778542518615723;1.433740254165662;-1.828694771295454;12.74;54.53;[ 50.  50. -40.];[100.35  33.49 -27.14];2;False
1619339786.7180023;w2;0;153-> 21.887518644332886;1.4399681724218376;-1.753357241208292;12.37;55.26;[ 50.  50. -40.];[101.15  33.55 -27.09];5;False
1619339786.8029842;w2;0;154-> 21.972490549087524;1.443844883351277;-1.804153434403114;12.02;55.96;[ 50.  50. -40.];[101.91  33.6  -27.05];3;False
1619339786.889974;w2;0;155-> 22.05747389793396;1.4440782980232165;-1.7990460034688318;11.67;56.66;[ 50.  50. -40.];[102.67  33.67 -26.98];4;False
