Time;Hilo;Episodio;Step;Values;log_prob;Rewards;Remaining_Length;Point;Position;Action;Colision
1619339786.986919;w2;0;156-> 22.144463062286377;1.4370968630621;-1.7663316888759941;11.29;57.43;[ 50.  50. -40.];[103.49  33.73 -26.9 ];0;False
1619339787.082864;w2;0;157-> 22.240407705307007;1.420232596002228;-1.8306685619474345;10.87;58.26;[ 50.  50. -40.];[104.38  33.8  -26.8 ];2;False
1619339787.1848457;w2;0;158-> 22.337352991104126;1.3988438131856271;-1.76695333668394;10.45;59.1;[ 50.  50. -40.];[105.27  33.86 -26.67];0;False
1619339787.2928329;w2;0;159-> 22.439333200454712;1.3957006486116654;-1.8016536648166734;10.01;59.97;[ 50.  50. -40.];[106.19  33.94 -26.52];3;False
1619339787.4017696;w2;0;160-> 22.547320127487183;1.3672709563825105;-1.8315364176488433;9.57;60.85;[ 50.  50. -40.];[107.11  34.01 -26.35];2;False
1619339787.4927177;w2;0;161-> 22.65625810623169;1.3150244901747277;-1.7679045503616095;9.31;61.37;[ 50.  50. -40.];[107.64  34.06 -26.24];0;False
1619339787.595658;w2;0;162-> 22.746206521987915;1.2852827147238512;-1.8027279453158267;8.89;62.23;[ 50.  50. -40.];[108.53  34.13 -26.04];4;False
1619339787.7065954;w2;0;163-> 22.85014772415161;1.2458777374685552;-1.758624830556217;8.55;62.9;[ 50.  50. -40.];[109.22  34.19 -25.87];5;False
1619339787.8116162;w2;0;164-> 22.96108388900757;1.195536949856781;-1.769136962317683;8.1;63.8;[ 50.  50. -40.];[110.14  34.27 -25.64];0;False
1619339787.9105594;w2;0;165-> 23.066104412078857;1.1280237948414822;-1.804006225515265;7.68;64.64;[ 50.  50. -40.];[110.99  34.35 -25.4 ];4;False
1619339788.0164983;w2;0;166-> 23.165048122406006;1.0499742795646503;-1.8043116102471537;7.29;65.42;[ 50.  50. -40.];[111.78  34.42 -25.16];4;False
1619339788.1054468;w2;0;167-> 23.270987510681152;0.9699735160228466;-1.8334406657820606;6.89;66.21;[ 50.  50. -40.];[112.58  34.49 -24.92];2;False
1619339770.6403785;w0;0;10-> 6.019026279449463;1.330023794169409;-1.7974996320312007;-10;999;[ 50.  50. -40.];[ 11.47 -16.62 -18.08];1;False
1619339788.2274785;w2;0;168-> 23.358935594558716;0.8467436951391911;-1.7718046346677294;6.34;67.31;[ 50.  50. -40.];[113.69  34.59 -24.62];0;False
1619339788.3434122;w2;0;169-> 23.481967210769653;0.706377483768533;-1.7787503244240606;5.79;68.42;[ 50.  50. -40.];[114.81  34.7  -24.31];1;False
1619339788.246468;w0;1;1-> 0;3.836776014842063;-1.8895972282696827;0.67;78.66;[ 50.  50. -40.];[ 0.92  0.92 -3.  ];0;False
1619339788.4683816;w2;0;170-> 23.597918272018433;0.5249443008294339;-1.7601761190777485;5.33;69.33;[ 50.  50. -40.];[115.74  34.81 -24.05];5;False
1619339788.551404;w2;0;171-> 23.722870111465454;0.3023717535641661;-1.8376774490297292;4.94;70.11;[ 50.  50. -40.];[116.54  34.9  -23.84];2;False
1619339788.6698997;w2;0;172-> 23.804892778396606;0.05666982137614296;-1.7705442740898336;4.44;71.12;[ 50.  50. -40.];[117.56  35.03 -23.57];1;False
1619339788.5433774;w0;1;2-> 0.35289931297302246;1.877762055728059;-1.7425811805440552;1.03;77.93;[ 50.  50. -40.];[ 1.37  1.37 -3.34];1;False
1619339788.771349;w2;0;173-> 23.92392897605896;-0.18344691618827635;-1.7789217968337785;4.07;71.87;[ 50.  50. -40.];[118.32  35.14 -23.38];0;False
1619339788.8783865;w2;0;174-> 24.025837898254395;-0.43890200462074125;-1.8433146696079894;3.6;72.8;[ 50.  50. -40.];[119.28  35.28 -23.15];2;False
1619339788.9924603;w2;0;175-> 24.132874965667725;-0.6644847948845651;-1.8449945431395796;3.12;73.76;[ 50.  50. -40.];[120.26  35.44 -22.9 ];2;False
1619339788.8304145;w0;1;3-> 0.6498093605041504;0.7422670678529175;-1.920538327405889;1.36;77.29;[ 50.  50. -40.];[ 1.79  1.78 -3.61];0;False
1619339789.0714142;w2;0;176-> 24.245949029922485;-0.8427193543865039;-1.811256757971221;2.79;74.43;[ 50.  50. -40.];[120.94  35.56 -22.75];3;False
1619339789.1773987;w2;0;177-> 24.32490301132202;-0.9865989131037862;-1.7988731664714306;2.33;75.33;[ 50.  50. -40.];[121.89  35.74 -22.55];4;False
1619339789.2923663;w2;0;178-> 24.431886911392212;-1.1060452091905142;-1.7566797607328408;1.89;76.21;[ 50.  50. -40.];[122.79  35.94 -22.35];1;False
1619339789.1273832;w0;1;4-> 0.9368462562561035;0.19266916617844956;-1.8518435280878014;1.72;76.55;[ 50.  50. -40.];[ 2.25  2.24 -3.96];4;False
1619339789.4034276;w2;0;179-> 24.546854972839355;-1.2020409095046052;-1.7838493416187862;1.42;77.16;[ 50.  50. -40.];[123.77  36.14 -22.15];0;False
1619339789.5104263;w2;0;180-> 24.65791630744934;-1.2912717050419342;-1.847535925855018;1.1;77.79;[ 50.  50. -40.];[124.43  36.28 -22.02];2;False
1619339789.4224498;w0;1;5-> 1.2338151931762695;-0.023723618682691884;-1.6830895416963418;2.04;75.92;[ 50.  50. -40.];[ 2.7   2.66 -4.16];2;False
1619339789.6294384;w2;0;181-> 24.764914751052856;-1.375435451630434;-1.8122466079622548;0.58;78.85;[ 50.  50. -40.];[125.52  36.51 -21.79];3;False
1619339789.723454;w2;0;182-> 24.88392686843872;-1.4605363008806735;-1.7526847165538562;0.15;79.7;[ 50.  50. -40.];[126.41  36.71 -21.62];1;False
1619339789.714459;w0;1;6-> 1.5278820991516113;-0.1352657891833514;-1.749209242587751;2.46;75.07;[ 50.  50. -40.];[ 3.33  3.13 -4.49];1;False
1619339789.9744897;w0;1;7-> 1.8198912143707275;-0.16640999508481;-1.7497700752505074;2.92;74.15;[ 50.  50. -40.];[ 3.93  3.69 -4.91];1;False
1619339790.5654774;w0;1;8-> 2.0809218883514404;-0.07629260501707001;-1.7867863228682739;4.31;71.38;[ 50.  50. -40.];[ 5.44  5.17 -6.84];5;False
1619339790.779487;w0;1;9-> 2.671910047531128;0.09849167383154335;-1.7507310037042678;4.89;70.22;[ 50.  50. -40.];[ 6.01  5.72 -7.82];1;False
1619339790.987502;w0;1;10-> 2.885918617248535;0.2634135604649128;-1.6822559072886671;5.47;69.06;[ 50.  50. -40.];[ 6.57  6.27 -8.84];2;False
1619339791.1905491;w0;1;11-> 3.0929343700408936;0.46064889463308545;-1.8441926731649367;6.04;67.92;[ 50.  50. -40.];[ 7.11  6.81 -9.87];4;False
1619339791.4034867;w0;1;12-> 3.2969810962677;0.6918109924043444;-1.6832430821679136;6.61;66.78;[ 50.  50. -40.];[  7.64   7.4  -10.85];2;False
1619339791.6234899;w0;1;13-> 3.5099170207977295;0.8671955726321111;-1.844003305964781;7.16;65.69;[ 50.  50. -40.];[  8.18   7.98 -11.71];4;False
1619339791.8164928;w0;1;14-> 3.72992205619812;1.055017796970682;-1.7878954585800226;7.77;64.45;[ 50.  50. -40.];[  8.81   8.67 -12.63];5;False
1619339792.0134883;w0;1;15-> 3.922924280166626;1.180639920331598;-1.751829860032567;8.41;63.18;[ 50.  50. -40.];[  9.49   9.39 -13.51];1;False
1619339792.203535;w0;1;16-> 4.118920564651489;1.3133816596509293;-1.752287374724688;8.95;62.11;[ 50.  50. -40.];[ 10.08   9.98 -14.26];1;False
1619339792.3895001;w0;1;17-> 4.308967351913452;1.4818901487472493;-1.7864168699202732;9.49;61.02;[ 50.  50. -40.];[ 10.67  10.57 -15.06];5;False
1619339792.6035004;w0;1;18-> 4.495932102203369;1.6180525728233093;-1.7527256748858255;10.01;59.99;[ 50.  50. -40.];[ 11.22  11.12 -15.84];1;False
1619339792.782485;w0;1;19-> 4.709932327270508;1.7321985689388752;-1.7531666054758734;10.57;58.87;[ 50.  50. -40.];[ 11.82  11.72 -16.72];1;False
1619339792.9625213;w0;1;20-> 4.888917446136475;1.810229552092547;-1.753548486249142;11.1;57.8;[ 50.  50. -40.];[ 12.39  12.27 -17.57];1;False
1619339793.1704655;w0;1;21-> 5.068953275680542;1.8914961969388477;-1.8973964395727942;11.53;56.95;[ 50.  50. -40.];[ 12.84  12.72 -18.27];0;False
1619339793.3475258;w0;1;22-> 5.276895999908447;1.958086476469175;-1.7936313223813463;12.09;55.82;[ 50.  50. -40.];[ 13.44  13.32 -19.16];3;False
1619339793.5115077;w0;1;23-> 5.453958511352539;2.049177339105144;-1.6888265754983633;12.49;55.02;[ 50.  50. -40.];[ 13.9   13.77 -19.73];2;False
1619339793.6775353;w0;1;24-> 5.616940021514893;2.0906995243923934;-1.689236446556898;12.86;54.27;[ 50.  50. -40.];[ 14.33  14.17 -20.26];2;False
1619339793.8475451;w0;1;25-> 5.783967733383179;2.1310304430682296;-1.7930755031649745;13.34;53.32;[ 50.  50. -40.];[ 14.89  14.7  -20.91];3;False
1619339794.0194979;w0;1;26-> 5.953977346420288;2.208285464827887;-1.8929421487071576;13.88;52.23;[ 50.  50. -40.];[ 15.52  15.34 -21.62];0;False
1619339794.1844785;w0;1;27-> 6.125929594039917;2.230237221360308;-1.8927013976995013;14.34;51.33;[ 50.  50. -40.];[ 16.06  15.87 -22.17];0;False
1619339794.3424864;w0;1;28-> 6.290909290313721;2.295259347681437;-1.7535324079441024;14.76;50.47;[ 50.  50. -40.];[ 16.59  16.4  -22.62];1;False
1619339794.511475;w0;1;29-> 6.447918653488159;2.3394303553156837;-1.7917378072347885;15.14;49.72;[ 50.  50. -40.];[ 17.08  16.87 -22.98];3;False
1619339794.6784606;w0;1;30-> 6.617907524108887;2.3779081628326826;-1.7916019578167597;15.62;48.77;[ 50.  50. -40.];[ 17.68  17.43 -23.49];3;False
1619339794.8474984;w0;1;31-> 6.784893274307251;2.3504512359056378;-1.6948719305690412;16.08;47.84;[ 50.  50. -40.];[ 18.28  17.92 -24.08];2;False
1619339789.8314564;w2;0;183-> 24.976942777633667;-1.5340233705413269;-1.812112139921937;-10;999;[ 50.  50. -40.];[127.33  36.93 -21.44];3;False
