Index,Episode,Action,Reward,Remaining length,Loss,NN Output,Punto objetivo,Posición actual
81,5461,6,7.27,32.73,32.39,"[62.73976   0.       57.715034  0.        0.       59.409477 63.1782
  0.        0.      ]",[  0.  19. -12.],[-2.000e-02  4.850e+01 -3.585e+01]
82,5461,0,2.06,37.94,36.79,"[56.501057  0.       50.37117   0.        0.        0.       54.341717
 49.868065  0.      ]",[  0.  19. -12.],[-3.000e-02  5.209e+01 -3.788e+01]
83,5461,0,-2.01,42.01,43.3,"[55.328075  0.        0.        0.        0.       50.51233   0.
  0.       45.260277]",[  0.  19. -12.],[-5.000e-02  5.557e+01 -4.172e+01]
84,5462,5,14.94,25.06,38.37,"[ 0.       0.       0.       0.       0.      67.79727  0.       0.
  0.     ]",[ 11. -16. -18.],[ 1.55 -2.24 -4.95]
85,5462,1,18.81,21.19,41.96,"[70.73139 78.96255  0.       0.       0.       0.       0.       0.
  0.     ]",[ 11. -16. -18.],[ 3.8  -5.35 -8.34]
86,5462,1,23.92,16.08,36.83,"[ 0.       75.93945  73.79281   0.        0.       70.74025   0.
 73.42118  65.764435]",[ 11. -16. -18.],[  5.99  -8.38 -11.9 ]
87,5462,1,29.03,10.97,42.31,"[74.587234 77.33584  74.37174   0.        0.        0.        0.
 75.40328  67.175674]",[ 11. -16. -18.],[  8.15 -11.38 -15.53]
88,5462,7,34.04,5.96,35.42,"[78.80919  77.133705 76.918884  0.        0.       76.35545  77.960594
 79.92127   0.      ]",[ 11. -16. -18.],[ 10.34 -14.43 -19.45]
89,5462,6,37.76,2.24,29.58,"[ 0.       78.997284  0.        0.        0.       81.69316  82.51386
 82.38846  75.82749 ]",[ 11. -16. -18.],[ 12.47 -17.39 -22.73]
90,5462,6,34.86,5.14,33.03,"[84.382454 81.387955 81.51133   0.        0.        0.       84.76557
 83.88767   0.      ]",[ 11. -16. -18.],[ 14.59 -20.51 -26.24]
91,5462,5,-10,999,42.88,"[ 0.       77.88386  78.38027   0.        0.       82.539375  0.
  0.       76.122475]",[ 11. -16. -18.],[ 15.31 -21.63 -27.28]
92,5463,0,16.46,23.54,36.48,"[53.45953  0.       0.       0.       0.       0.       0.       0.
  0.     ]",[ 17.  10. -15.],[ 2.71  1.59 -4.8 ]
93,5463,1,20.53,19.47,31.95,"[ 0.      58.28151  0.       0.       0.      55.82155  0.       0.
  0.     ]",[ 17.  10. -15.],[ 6.34  3.54 -7.75]
94,5463,0,25.58,14.42,27.78,"[66.15672  64.730896  0.        0.        0.        0.       62.88942
  0.        0.      ]",[ 17.  10. -15.],[  9.89   5.48 -10.63]
95,5463,2,30.51,9.49,33.13,"[70.55232   0.       70.80128   0.        0.       69.327255  0.
  0.       66.75775 ]",[ 17.  10. -15.],[ 13.39   7.22 -13.85]
96,5463,5,35.3,4.7,40.29,"[ 0.       73.04047   0.        0.        0.       76.605286  0.
  0.        0.      ]",[ 17.  10. -15.],[ 16.86   9.12 -17.02]
97,5463,0,37.79,2.21,32.16,"[84.639786  0.       84.20235   0.        0.       84.07754   0.
  0.       80.45996 ]",[ 17.  10. -15.],[ 20.28  11.14 -20.21]
98,5463,0,33.73,6.27,41.13,"[79.12971  0.      78.72765  0.       0.       0.       0.      77.87032
  0.     ]",[ 17.  10. -15.],[ 23.77  13.03 -23.77]
99,5463,0,28.52,11.48,40.67,"[70.89338   0.       69.634445  0.        0.        0.        0.
  0.       69.13152 ]",[ 17.  10. -15.],[ 27.2   14.73 -27.35]
100,5463,5,23.3,16.7,45.57,"[62.551464  0.        0.        0.        0.       63.54982  61.493256
 60.175697  0.      ]",[ 17.  10. -15.],[ 30.56  16.25 -31.16]
101,5463,5,18.0,22.0,43.31,"[ 0.       50.66535  51.883118  0.        0.       54.689842 52.89562
 52.328194 54.153595]",[ 17.  10. -15.],[ 33.96  17.97 -34.77]
102,5463,8,12.76,27.24,36.74,"[44.78094  38.916233 42.256126  0.        0.        0.        0.
  0.       45.975136]",[ 17.  10. -15.],[ 37.25  19.77 -38.54]
103,5463,6,7.44,32.56,44.15,"[ 0.       25.726562 30.068378  0.        0.       34.21197  35.509983
  0.        0.      ]",[ 17.  10. -15.],[ 40.56  21.73 -41.75]
104,5463,8,2.48,37.52,36.1,"[26.975996 16.64934   0.        0.        0.       27.46849   0.
 25.588194 28.164448]",[ 17.  10. -15.],[ 43.84  23.5  -45.22]
105,5463,5,-2.62,42.62,33.04,"[ 0.         5.0648017  0.         0.         0.        18.078312
  0.         0.         0.       ]",[ 17.  10. -15.],[ 47.1   25.44 -48.1 ]
106,5464,1,19.16,20.84,31.96,"[ 0.       52.545715  0.        0.        0.       50.731136  0.
  0.        0.      ]",[-16. -10. -11.],[-2.58 -1.6  -4.14]
107,5464,8,22.74,17.26,34.8,"[57.067966  0.       58.855797  0.        0.        0.        0.
 57.170265 64.62538 ]",[-16. -10. -11.],[-6.38 -4.01 -6.25]
108,5464,2,27.71,12.29,36.72,"[63.182278 64.09534  65.329865  0.        0.       61.434456  0.
 62.202118  0.      ]",[-16. -10. -11.],[-10.01  -6.15  -7.54]
109,5464,2,32.08,7.92,38.28,"[ 0.       0.      72.10363  0.       0.       0.       0.       0.
  0.     ]",[-16. -10. -11.],[-13.67  -8.16  -9.94]
110,5464,7,36.85,3.15,33.14,[0. 0. 0. 0. 0. 0. 0. 0. 0.],[-16. -10. -11.],[-17.26  -9.98 -11.55]
111,5464,7,50,1.38,43.86,"[ 0.      79.82793  0.       0.       0.       0.      81.42799 82.44151
 79.75961]",[-16. -10. -11.],[-20.88 -11.85 -13.61]
112,5464,2,62.73,27.27,35.12,"[56.956238  0.       57.829967  0.        0.        0.       53.43841
  0.       54.618828]",[ -3.   3. -12.],[-26.53 -14.49 -14.61]
113,5464,2,60.57,29.43,38.71,"[ 0.        0.       55.286213  0.        0.       53.292133  0.
 54.01793   0.      ]",[ -3.   3. -12.],[-26.47 -13.98 -14.37]
114,5464,0,60.93,29.07,39.48,"[56.571075 56.03763   0.        0.        0.       55.50246   0.
 56.2192    0.      ]",[ -3.   3. -12.],[-26.56 -13.41 -14.18]
115,5464,1,61.2,28.8,37.73,"[ 0.       55.765465  0.        0.        0.       55.175247  0.
  0.       55.74072 ]",[ -3.   3. -12.],[-26.65 -13.   -14.32]
116,5464,7,61.36,28.64,37.95,"[ 0.       0.       0.       0.       0.      54.84214  0.      56.96061
  0.     ]",[ -3.   3. -12.],[-26.73 -12.58 -14.45]
117,5464,2,61.51,28.49,35.5,"[57.21162   0.       58.917706  0.        0.       56.015137 54.942177
  0.        0.      ]",[ -3.   3. -12.],[-26.81 -12.17 -14.25]
118,5464,2,61.68,28.32,34.62,"[57.76454  57.664513 59.871788  0.        0.        0.       55.933178
  0.        0.      ]",[ -3.   3. -12.],[-26.9  -11.59 -14.73]
119,5464,2,61.87,28.13,37.4,"[60.547543 59.976715 62.64657   0.        0.        0.       59.233837
  0.       59.73726 ]",[ -3.   3. -12.],[-26.98 -10.87 -14.86]
120,5464,0,62.15,27.85,42.39,"[61.68724   0.        0.        0.        0.        0.        0.
  0.       59.643093]",[ -3.   3. -12.],[-27.06  -9.98 -15.69]
121,5464,7,62.41,27.59,38.35,"[62.67452   0.       64.63625   0.        0.       59.761345  0.
 64.75608  59.38431 ]",[ -3.   3. -12.],[-27.15  -9.28 -16.16]
122,5464,2,62.6,27.4,40.17,"[ 0.       0.      66.39792  0.       0.       0.       0.       0.
  0.     ]",[ -3.   3. -12.],[-27.23  -8.55 -16.67]
123,5464,7,62.76,27.24,49.6,"[63.18168   0.       66.12012   0.        0.        0.       62.92136
 66.731674  0.      ]",[ -3.   3. -12.],[-27.31  -7.68 -17.45]
124,5464,7,62.89,27.11,39.76,"[63.058666 63.344994  0.        0.        0.        0.       63.077442
 66.07382  63.192734]",[ -3.   3. -12.],[-27.4   -6.81 -17.59]
125,5464,6,63.12,26.88,44.82,"[ 0.       64.47145   0.        0.        0.        0.       64.71054
  0.       63.967525]",[ -3.   3. -12.],[-27.48  -5.94 -18.03]
126,5464,2,63.25,26.75,36.08,"[62.92742  64.207954 66.96527   0.        0.       61.24109   0.
  0.        0.      ]",[ -3.   3. -12.],[-27.56  -5.23 -17.83]
127,5464,7,63.45,26.55,46.07,"[ 0.       0.      69.18097  0.       0.       0.       0.      69.48081
  0.     ]",[ -3.   3. -12.],[-27.65  -4.33 -18.64]
128,5464,6,63.44,26.56,36.61,"[65.84895  0.       0.       0.       0.       0.      67.87195  0.
  0.     ]",[ -3.   3. -12.],[-27.73  -3.45 -18.07]
129,5464,7,63.73,26.27,45.19,"[65.23685  66.35185   0.        0.        0.       64.77724  67.297714
 71.10901   0.      ]",[ -3.   3. -12.],[-27.81  -2.74 -18.54]
130,5464,7,63.71,26.29,39.99,"[ 0.       67.90486   0.        0.        0.        0.       69.42114
 73.405624  0.      ]",[ -3.   3. -12.],[-27.89  -2.02 -17.57]
131,5464,7,64.0,26.0,42.23,"[ 0.        0.        0.        0.        0.       67.45881   0.
 75.86428  69.063446]",[ -3.   3. -12.],[-27.98  -1.3  -17.7 ]
132,5464,7,64.02,25.98,41.06,"[ 0.        0.        0.        0.        0.        0.       72.684044
 77.368546  0.      ]",[ -3.   3. -12.],[-28.06  -0.58 -16.33]
133,5464,7,64.32,25.68,43.2,"[69.82629  0.      77.79534  0.       0.       0.       0.      79.827
 70.96483]",[ -3.   3. -12.],[-28.14   0.14 -16.12]
134,5464,6,64.36,25.64,51.77,"[68.33208  71.112625  0.        0.        0.       68.02984  71.81665
  0.        0.      ]",[ -3.   3. -12.],[-28.23   0.85 -14.36]
135,5464,7,64.57,25.43,43.99,"[66.64311  70.448875 75.86867   0.        0.        0.        0.
 81.03665  67.814285]",[ -3.   3. -12.],[-28.31   1.39 -13.82]
136,5464,8,64.58,25.42,41.18,"[ 0.        0.        0.        0.        0.       66.117874  0.
  0.       68.747734]",[ -3.   3. -12.],[-28.39   1.94 -11.67]
137,5464,7,64.59,25.41,33.85,"[63.656273 68.504364  0.        0.        0.       65.18211   0.
 80.60084  68.48459 ]",[ -3.   3. -12.],[-28.47   2.67 -10.77]
138,5464,7,64.5,25.5,41.84,"[ 0.       68.254715  0.        0.        0.       65.52342   0.
 82.89331  70.05989 ]",[ -3.   3. -12.],[-28.55   3.36  -8.28]
139,5464,7,64.18,25.82,49.29,"[ 0.       66.91161  75.47252   0.        0.       63.328156  0.
 82.623245  0.      ]",[ -3.   3. -12.],[-28.63   4.04  -7.1 ]
140,5464,7,63.88,26.12,43.57,"[60.31035   0.       76.10247   0.        0.       62.294804  0.
 84.48321  68.52619 ]",[ -3.   3. -12.],[-28.71   4.76  -4.1 ]
141,5464,7,63.04,26.96,40.31,"[57.89186  0.      74.22497  0.       0.       0.       0.      84.93686
  0.     ]",[ -3.   3. -12.],[-28.79   5.47  -2.53]
142,5464,8,62.41,27.59,31.7,"[ 0.      64.2476   0.       0.       0.      58.92562  0.       0.
 65.48895]",[ -3.   3. -12.],[-28.88   6.17   0.84]
143,5464,1,60.94,29.06,37.98,"[ 0.       61.85461   0.        0.        0.       55.308414  0.
  0.        0.      ]",[ -3.   3. -12.],[-28.92   6.62   1.9 ]
144,5464,7,60.36,29.64,35.61,"[ 0.       0.      75.0729   0.       0.       0.       0.      90.09857
  0.     ]",[ -3.   3. -12.],[-28.92   6.62   1.9 ]
145,5464,7,-10,999,46.49,"[53.324516 63.750317 74.89211   0.        0.       54.802574 55.42242
 89.16374  63.837166]",[ -3.   3. -12.],[-28.92   6.62   1.9 ]
146,5465,7,19.55,20.45,33.52,"[ 0.       72.077225 81.06949   0.        0.        0.       68.04298
 94.634605 72.03216 ]",[19.  0. -7.],[ 3.22  0.   -1.16]
147,5465,2,23.18,16.82,35.86,"[68.4582   75.925476 85.258354  0.        0.       69.847496 72.86596
  0.       77.36206 ]",[19.  0. -7.],[ 7.73  0.   -2.05]
148,5465,7,27.69,12.31,33.12,"[ 71.16076    0.        86.11852    0.         0.        72.544685
   0.       101.303535  80.813736]",[19.  0. -7.],[12.1   0.18 -3.62]
149,5465,7,32.31,7.69,37.47,"[ 74.22261   0.        0.        0.        0.        0.        0.
 100.05406   0.     ]",[19.  0. -7.],[16.44  0.33 -4.14]
150,5465,7,36.15,3.85,47.64,"[76.29188 82.14484 88.02077  0.       0.       0.       0.      99.4225
 83.87267]",[19.  0. -7.],[20.87  0.5  -5.38]
151,5465,2,37.47,2.53,46.1,"[76.172714  0.       84.1441    0.        0.        0.       75.57424
  0.       82.9494  ]",[19.  0. -7.],[25.11  0.66 -5.51]
152,5465,8,33.68,6.32,50.41,"[68.15434 74.65516 73.8165   0.       0.       0.       0.       0.
 75.29904]",[19.  0. -7.],[29.28  0.99 -7.06]
153,5465,7,29.67,10.33,36.45,"[61.497627 69.08164   0.        0.        0.        0.       60.94752
 73.376816  0.      ]",[19.  0. -7.],[33.42  1.46 -6.85]
154,5465,1,25.51,14.49,41.82,"[52.168564 60.153446 52.059906  0.        0.        0.        0.
 59.48168   0.      ]",[19.  0. -7.],[37.42  1.91 -8.04]
155,5465,7,21.45,18.55,39.1,"[42.323387  0.       38.45323   0.        0.       41.996414  0.
 46.136166  0.      ]",[19.  0. -7.],[41.51  2.38 -8.07]
156,5465,1,17.34,22.66,40.19,"[32.319046 44.54633   0.        0.        0.        0.       29.968428
 32.565876  0.      ]",[19.  0. -7.],[45.67  2.85 -8.99]
157,5465,0,13.11,26.89,37.99,"[25.010374  0.        0.        0.        0.        0.       23.736439
  0.        0.      ]",[19.  0. -7.],[49.74  3.32 -9.35]
158,5465,1,8.99,31.01,44.04,"[ 0.        34.006607   7.4170322  0.         0.        17.612629
 15.890509   0.         0.       ]",[19.  0. -7.],[ 53.85   3.62 -10.65]
159,5465,5,4.78,35.22,43.4,"[ 0.        0.        0.        0.        0.       11.059565  0.
  0.        0.      ]",[19.  0. -7.],[ 57.89   3.94 -11.35]
160,5465,0,0.67,39.33,46.54,"[6.320472  0.        0.        0.        0.        2.6868463 0.
 0.        0.       ]",[19.  0. -7.],[ 61.88   4.42 -12.64]
161,5465,1,-3.47,43.47,39.04,"[ 0.       17.933304  0.        0.        0.        0.        0.
  0.        0.      ]",[19.  0. -7.],[ 65.73   4.7  -13.64]
