Episode,Action,Reward,Remaining length,Loss,NN Output,Punto objetivo,Posición actual
19,1080,5,30.9,9.1,0,0,[ 4. 19. -9.],[ 3.61 11.03 -4.78]
20,1080,1,30.97,9.03,0,0,[ 4. 19. -9.],[ 3.66 11.03 -4.91]
21,1080,6,31.04,8.96,0,0,[ 4. 19. -9.],[ 3.71 11.03 -5.06]
22,1080,1,31.1,8.9,0,0,[ 4. 19. -9.],[ 3.75 11.03 -5.2 ]
23,1080,5,31.17,8.83,0,"[60.37356   0.        0.        0.        0.       60.91174   0.
 60.05442  59.909576]",[ 4. 19. -9.],[ 3.81 11.03 -5.39]
24,1080,2,31.25,8.75,0,0,[ 4. 19. -9.],[ 3.86 11.03 -5.55]
25,1080,2,31.31,8.69,0,"[60.343273 61.066086 63.71307   0.        0.        0.        0.
  0.        0.      ]",[ 4. 19. -9.],[ 3.92 11.03 -5.76]
26,1080,2,31.4,8.6,0,"[60.334206 61.065784 63.66841   0.        0.        0.        0.
  0.       59.857407]",[ 4. 19. -9.],[ 3.98 11.04 -6.01]
27,1080,2,31.5,8.5,0,0,[ 4. 19. -9.],[ 4.02 11.05 -6.23]
28,1080,6,31.58,8.42,0,0,[ 4. 19. -9.],[ 4.07 11.06 -6.46]
29,1080,2,31.66,8.34,0,0,[ 4. 19. -9.],[ 4.12 11.07 -6.66]
30,1080,3,31.73,8.27,0,0,[ 4. 19. -9.],[ 4.17 11.08 -6.89]
31,1080,6,31.81,8.19,0,0,[ 4. 19. -9.],[ 4.22 11.1  -7.09]
32,1080,3,31.87,8.13,0,0,[ 4. 19. -9.],[ 4.27 11.11 -7.3 ]
33,1080,7,31.92,8.08,0,0,[ 4. 19. -9.],[ 4.31 11.12 -7.5 ]
34,1080,4,31.97,8.03,0,0,[ 4. 19. -9.],[ 4.36 11.13 -7.69]
35,1080,7,32.01,7.99,0,0,[ 4. 19. -9.],[ 4.41 11.13 -7.9 ]
36,1080,2,32.05,7.95,0,0,[ 4. 19. -9.],[ 4.46 11.14 -8.09]
37,1080,2,32.07,7.93,0,0,[ 4. 19. -9.],[ 4.52 11.15 -8.35]
38,1080,2,32.11,7.89,0,0,[ 4. 19. -9.],[ 4.57 11.16 -8.58]
39,1080,7,32.13,7.87,0,0,[ 4. 19. -9.],[ 4.62 11.17 -8.81]
40,1080,0,32.15,7.85,0,0,[ 4. 19. -9.],[ 4.67 11.19 -9.03]
41,1080,2,32.16,7.84,0,"[60.404766  0.       63.200592  0.        0.        0.        0.
  0.       59.900925]",[ 4. 19. -9.],[ 4.72 11.2  -9.32]
42,1080,1,32.16,7.84,0,"[60.418346 61.310993  0.        0.        0.       60.575325  0.
  0.       59.913956]",[ 4. 19. -9.],[ 4.78 11.22 -9.64]
43,1080,2,32.16,7.84,0,"[ 0.       61.343998 63.132103  0.        0.        0.        0.
 60.181007  0.      ]",[ 4. 19. -9.],[ 4.84 11.24 -9.98]
44,1080,1,32.13,7.87,0,0,[ 4. 19. -9.],[  4.9   11.26 -10.31]
45,1080,6,32.1,7.9,0,0,[ 4. 19. -9.],[  4.95  11.28 -10.61]
46,1080,2,32.05,7.95,0,"[ 0.       61.457253 63.041477  0.        0.       60.554802  0.
 60.256622  0.      ]",[ 4. 19. -9.],[  5.    11.3  -10.94]
47,1080,5,32.0,8.0,0,"[60.52278   0.        0.        0.        0.       60.552296  0.
 60.283802 60.02517 ]",[ 4. 19. -9.],[  5.06  11.32 -11.31]
48,1080,2,31.91,8.09,0,"[ 0.       0.      62.9809   0.       0.       0.       0.       0.
 60.05413]",[ 4. 19. -9.],[  5.12  11.35 -11.68]
49,1080,1,31.82,8.18,0,"[60.580532 61.5923    0.        0.        0.       60.553307  0.
 60.350113 60.08731 ]",[ 4. 19. -9.],[  5.19  11.38 -12.08]
50,1080,2,31.69,8.31,0,"[ 0.       61.652756 62.927994  0.        0.       60.562862  0.
 60.393757 60.130333]",[ 4. 19. -9.],[  5.25  11.41 -12.5 ]
51,1080,0,31.55,8.45,0,0,[ 4. 19. -9.],[  5.29  11.44 -12.84]
52,1080,2,31.42,8.58,0,"[60.702065 61.775803 62.890163  0.        0.       60.590584  0.
 60.483994  0.      ]",[ 4. 19. -9.],[  5.35  11.47 -13.27]
53,1080,8,31.24,8.76,0,0,[ 4. 19. -9.],[  5.4   11.5  -13.65]
54,1080,8,31.07,8.93,0,0,[ 4. 19. -9.],[  5.45  11.53 -14.  ]
55,1080,2,30.9,9.1,0,"[60.835144 61.971622 62.841114  0.        0.       60.642315  0.
  0.        0.      ]",[ 4. 19. -9.],[  5.51  11.58 -14.45]
56,1080,7,30.66,9.34,0,0,[ 4. 19. -9.],[  5.56  11.61 -14.81]
57,1080,2,30.47,9.53,0,"[60.944675 62.12542  62.822968  0.        0.        0.        0.
  0.       60.48954 ]",[ 4. 19. -9.],[  5.61  11.65 -15.13]
58,1080,7,30.29,9.71,0,0,[ 4. 19. -9.],[  5.66  11.69 -15.45]
59,1080,1,30.1,9.9,0,"[61.042427 62.25805   0.        0.        0.       60.746033  0.
 60.85053  60.59488 ]",[ 4. 19. -9.],[  5.72  11.73 -15.85]
60,1080,2,29.86,10.14,0,"[61.107323  0.       62.821335  0.        0.        0.        0.
 60.919376 60.664135]",[ 4. 19. -9.],[  5.78  11.78 -16.27]
61,1080,0,29.6,10.4,0,0,[ 4. 19. -9.],[  5.82  11.82 -16.62]
62,1080,1,29.38,10.62,0,0,[ 4. 19. -9.],[  5.87  11.87 -16.98]
63,1080,2,29.14,10.86,0,"[ 0.       0.      62.7731   0.       0.      60.82934  0.       0.
  0.     ]",[ 4. 19. -9.],[  5.92  11.91 -17.35]
64,1080,7,28.88,11.12,31.59,0,[ 4. 19. -9.],[  5.97  11.95 -17.74]
65,1080,5,28.6,11.4,39.38,"[ 0.        0.       60.382004  0.        0.       67.070816  0.
  0.        0.      ]",[ 4. 19. -9.],[  7.    12.86 -25.22]
66,1080,4,22.4,17.6,37.34,0,[ 4. 19. -9.],[  7.88  13.97 -32.37]
67,1080,0,15.78,24.22,37.75,0,[ 4. 19. -9.],[  8.77  15.04 -38.73]
68,1080,8,9.63,30.37,42.22,"[23.587753  0.       25.670624  0.        0.        0.        0.
  0.       28.104609]",[ 4. 19. -9.],[  9.65  15.77 -46.51]
69,1080,1,1.93,38.07,34.61,"[ 0.       16.052689 15.688285  0.        0.       14.285502  0.
  0.        0.      ]",[ 4. 19. -9.],[ 10.54  16.85 -52.33]
70,1080,8,-3.88,43.88,40.82,0,[ 4. 19. -9.],[ 11.4   17.86 -60.18]
71,1081,5,16.98,23.02,39.72,0,[-14.  13. -15.],[-2.15  2.   -4.75]
72,1081,0,20.86,19.14,34.5,0,[-14.  13. -15.],[-5.2   5.19 -7.17]
73,1081,5,-10,999,30.85,0,[-14.  13. -15.],[-5.64  5.56 -7.7 ]
74,1082,1,15.56,24.44,32.09,"[49.21019  49.5572   48.723763  0.        0.        0.        0.
 49.547405  0.      ]",[ 19.  -4. -15.],[ 2.87 -0.6  -3.14]
75,1082,1,19.69,20.31,39.97,"[ 0.       51.275093  0.        0.        0.        0.        0.
  0.        0.      ]",[ 19.  -4. -15.],[ 6.87 -1.45 -6.45]
76,1082,8,24.94,15.06,31.38,"[ 0.       53.078335  0.        0.        0.       51.667595  0.
  0.       57.824184]",[ 19.  -4. -15.],[10.67 -2.25 -9.6 ]
77,1082,5,29.92,10.08,28.95,0,[ 19.  -4. -15.],[ 14.5   -2.75 -12.2 ]
78,1082,0,34.55,5.45,37.86,"[66.10117   0.       65.14232   0.        0.       64.383766  0.
  0.        0.      ]",[ 19.  -4. -15.],[ 18.28  -2.95 -15.36]
79,1082,0,50,1.33,33.38,"[71.24241  0.      70.42443  0.       0.       0.       0.       0.
  0.     ]",[ 19.  -4. -15.],[ 22.15  -3.48 -18.69]
80,1082,7,63.35,26.65,34.1,"[44.58333  48.39086  47.4868    0.        0.       39.414818  0.
 53.699512  0.      ]",[  1.   4. -18.],[ 26.38  -4.17 -23.49]
81,1082,2,62.78,27.22,32.86,"[47.616486 48.383884 49.90107   0.        0.        0.        0.
  0.       45.835785]",[  1.   4. -18.],[ 23.59  -3.27 -20.92]
82,1082,7,66.09,23.91,35.28,"[ 0.        0.       56.434998  0.        0.        0.        0.
 62.578876  0.      ]",[  1.   4. -18.],[ 20.97  -2.07 -19.79]
83,1082,7,69.05,20.95,34.53,"[ 0.       0.       0.       0.       0.       0.       0.      61.52588
  0.     ]",[  1.   4. -18.],[ 18.34  -0.88 -16.59]
84,1082,5,71.93,18.07,34.37,0,[  1.   4. -18.],[ 15.76   0.29 -14.8 ]
85,1082,7,74.44,15.56,40.81,"[ 0.       61.04876  62.149704  0.        0.        0.        0.
 64.08119   0.      ]",[  1.   4. -18.],[ 13.18   1.75 -11.49]
86,1082,2,76.01,13.99,40.49,"[59.571266  0.       60.924927  0.        0.        0.        0.
  0.        0.      ]",[  1.   4. -18.],[10.61  3.21 -9.02]
87,1082,7,76.83,13.17,38.62,"[59.652985  0.        0.        0.        0.        0.        0.
 63.169964  0.      ]",[  1.   4. -18.],[ 8.04  4.98 -6.32]
88,1082,7,76.33,13.67,43.17,"[62.689762  0.        0.        0.        0.       57.172264  0.
 65.33458  58.004684]",[  1.   4. -18.],[ 5.5   6.7  -3.21]
89,1082,3,74.31,15.69,32.11,0,[  1.   4. -18.],[ 5.59  6.65 -3.33]
90,1082,2,74.4,15.6,41.44,0,[  1.   4. -18.],[ 5.59  6.65 -3.33]
91,1082,4,-10,999,35.23,0,[  1.   4. -18.],[ 5.59  6.92 -3.6 ]
92,1083,7,16.3,23.7,43.77,"[ 0.        0.       53.039795  0.        0.        0.        0.
 54.709675  0.      ]",[ -3.  19. -16.],[-0.45  2.86 -4.81]
93,1083,7,20.19,19.81,29.84,"[51.87571   0.       54.492626  0.        0.       52.413105  0.
 56.486805  0.      ]",[ -3.  19. -16.],[-1.07  6.86 -6.92]
94,1083,7,24.71,15.29,41.39,"[ 0.       0.       0.       0.       0.      58.57578  0.      63.38495
  0.     ]",[ -3.  19. -16.],[-1.67 10.75 -8.92]
95,1083,7,29.05,10.95,36.65,"[66.46916  0.       0.       0.       0.      64.3965   0.      67.01607
 65.62757]",[ -3.  19. -16.],[ -2.28  14.67 -10.3 ]
96,1083,2,32.8,7.2,35.16,0,[ -3.  19. -16.],[ -2.89  18.6  -11.66]
97,1083,7,35.64,4.36,35.1,"[72.72363  0.      73.60979  0.       0.      69.49519  0.      74.66182
  0.     ]",[ -3.  19. -16.],[ -3.49  22.78 -13.72]
98,1083,2,35.56,4.44,42.64,"[ 0.       68.466545 71.60774   0.        0.       68.83007   0.
  0.       69.83009 ]",[ -3.  19. -16.],[ -4.09  26.93 -14.39]
99,1083,7,31.83,8.17,34.94,"[70.1832   66.27804  69.43028   0.        0.       66.98744   0.
 70.96713  69.346825]",[ -3.  19. -16.],[ -4.69  31.47 -17.17]
100,1083,8,27.37,12.63,39.11,0,[ -3.  19. -16.],[ -5.27  35.88 -17.21]
101,1083,0,22.93,17.07,36.06,"[63.694397 57.06024   0.        0.        0.       57.147022  0.
  0.        0.      ]",[ -3.  19. -16.],[ -5.85  40.63 -19.3 ]
102,1083,7,17.93,22.07,35.12,"[ 0.       47.567078  0.        0.        0.        0.        0.
 56.26614   0.      ]",[ -3.  19. -16.],[ -6.42  44.99 -19.83]
103,1083,7,13.51,26.49,37.82,"[ 0.       40.95073  48.686195  0.        0.        0.        0.
 52.067238 49.92785 ]",[ -3.  19. -16.],[ -7.    49.35 -21.42]
104,1083,0,8.91,31.09,37.03,0,[ -3.  19. -16.],[ -7.55  53.59 -21.16]
105,1083,7,4.73,35.27,48.38,"[34.64892  24.499088  0.        0.        0.        0.        0.
 41.24991   0.      ]",[ -3.  19. -16.],[ -8.11  57.56 -23.39]
106,1083,7,0.41,39.59,33.34,"[27.639866  0.        0.        0.        0.        0.        0.
 36.237114  0.      ]",[ -3.  19. -16.],[ -8.67  61.55 -22.5 ]
107,1083,1,-3.41,43.41,44.04,0,[ -3.  19. -16.],[ -9.23  65.55 -24.04]
108,1084,2,13.76,26.24,38.29,0,[  3. -19. -18.],[ 0.39 -2.46 -3.11]
109,1084,2,17.59,22.41,37.67,"[55.46944  46.13858  56.862644  0.        0.       54.682873  0.
  0.        0.      ]",[  3. -19. -18.],[ 0.98 -5.84 -7.19]
110,1084,8,22.85,17.15,35.36,"[57.7933   51.812153  0.        0.        0.       57.243362  0.
  0.       58.606846]",[  3. -19. -18.],[  1.52  -8.66 -10.93]
111,1084,5,27.39,12.61,37.34,"[ 0.       57.71252   0.        0.        0.       61.07393   0.
  0.       60.523937]",[  3. -19. -18.],[  2.08 -11.31 -14.27]
112,1084,0,31.4,8.6,29.94,"[68.73604  0.      68.66531  0.       0.      65.78223  0.       0.
 65.61584]",[  3. -19. -18.],[  2.65 -13.7  -18.24]
113,1084,2,34.68,5.32,34.94,"[ 0.       0.      72.11187  0.       0.       0.       0.       0.
  0.     ]",[  3. -19. -18.],[  3.22 -16.44 -22.34]
114,1084,7,34.95,5.05,38.91,[0. 0. 0. 0. 0. 0. 0. 0. 0.],[  3. -19. -18.],[  3.79 -18.8  -27.07]
115,1084,0,30.89,9.11,32.15,"[65.02942  64.6234   63.842083  0.        0.        0.        0.
 63.616802  0.      ]",[  3. -19. -18.],[  4.35 -21.18 -30.51]
116,1084,1,27.23,12.77,38.43,0,[  3. -19. -18.],[  4.91 -23.85 -35.78]
117,1084,4,21.47,18.53,39.19,0,[  3. -19. -18.],[  5.46 -26.48 -39.85]
118,1084,7,16.78,23.22,41.17,"[ 0.       37.61373  38.2219    0.        0.        0.        0.
 40.218597  0.      ]",[  3. -19. -18.],[  6.02 -29.14 -45.25]
119,1084,2,10.76,29.24,36.96,"[25.467632  0.       27.165358  0.        0.        0.        0.
  0.       24.590656]",[  3. -19. -18.],[  6.56 -31.75 -48.65]
120,1084,2,6.61,33.39,30.09,"[ 0.        0.       17.906796  0.        0.        0.        0.
  0.       15.817238]",[  3. -19. -18.],[  7.1  -33.96 -54.5 ]
121,1084,7,0.34,39.66,37.41,"[0.        0.        0.        0.        0.        2.6646051 0.
 9.463979  0.       ]",[  3. -19. -18.],[  7.65 -35.94 -58.62]
122,1084,7,-4.26,44.26,34.22,[0. 0. 0. 0. 0. 0. 0. 0. 0.],[  3. -19. -18.],[  8.19 -37.95 -64.19]
123,1085,7,18.83,21.17,29.82,"[ 0.        0.        0.        0.        0.        0.        0.
 28.335922  0.      ]",[17.  9. -9.],[ 2.78  1.47 -2.14]
124,1085,7,22.5,17.5,33.88,0,[17.  9. -9.],[ 6.69  3.54 -3.19]
125,1085,8,26.97,13.03,27.57,"[ 0.       49.643738 46.967926  0.        0.       48.456528  0.
  0.       49.956333]",[17.  9. -9.],[10.56  5.59 -4.16]
126,1085,1,31.25,8.75,37.28,"[ 0.       58.576317  0.        0.        0.       57.19495   0.
 56.932686  0.      ]",[17.  9. -9.],[14.42  7.97 -4.5 ]
127,1085,8,34.71,5.29,34.66,"[66.33701  0.       0.       0.       0.       0.       0.       0.
 69.13032]",[17.  9. -9.],[18.19 10.26 -6.15]
128,1085,1,36.67,3.33,38.54,0,[17.  9. -9.],[21.92 12.81 -5.84]
129,1085,7,33.02,6.98,36.85,"[ 0.       0.      75.62741  0.       0.      74.30451  0.      77.44201
 74.61193]",[17.  9. -9.],[25.6  15.29 -8.1 ]
130,1085,1,29.31,10.69,36.75,0,[17.  9. -9.],[29.27 17.75 -7.24]
131,1085,7,24.83,15.17,34.85,"[71.04542  0.      76.24551  0.       0.      71.21483  0.      82.52391
 70.5541 ]",[17.  9. -9.],[32.95 20.21 -9.91]
132,1085,7,20.49,19.51,33.44,"[66.152336 61.433853  0.        0.        0.       65.50644   0.
 81.435715 65.22192 ]",[17.  9. -9.],[36.58 22.62 -8.85]
133,1085,7,16.15,23.85,38.87,"[ 0.        0.       71.85416   0.        0.        0.        0.
 80.49301  59.039295]",[17.  9. -9.],[ 40.19  25.02 -10.84]
134,1085,7,11.76,28.24,31.63,"[ 0.        0.        0.        0.        0.       54.17983   0.
 79.22316  54.760452]",[17.  9. -9.],[43.77 27.4  -9.15]
135,1085,0,7.52,32.48,26.8,"[56.046734  0.        0.        0.        0.       50.015358  0.
  0.       53.98055 ]",[17.  9. -9.],[ 47.34  29.76 -10.47]
136,1085,7,3.2,36.8,34.63,"[47.735664  0.       61.775616  0.        0.        0.        0.
 71.588776 42.711605]",[17.  9. -9.],[50.87 31.85 -8.55]
137,1085,0,-0.85,40.85,35.53,"[47.511444 37.68035   0.        0.        0.       42.69378   0.
  0.       40.65129 ]",[17.  9. -9.],[54.37 33.95 -9.67]
138,1086,0,15.73,24.27,30.73,0,[ 12. -15. -15.],[ 1.68 -2.09 -2.84]
139,1086,1,19.48,20.52,32.07,0,[ 12. -15. -15.],[ 4.21 -5.59 -6.63]
140,1086,2,25.2,14.8,37.04,0,[ 12. -15. -15.],[  6.58  -8.85 -10.19]
141,1086,8,30.49,9.51,31.1,"[ 0.        0.       58.63582   0.        0.       58.451233  0.
  0.       59.79974 ]",[ 12. -15. -15.],[  9.02 -11.89 -14.59]
142,1086,8,35.67,4.33,33.46,0,[ 12. -15. -15.],[ 11.36 -14.53 -17.47]
143,1086,6,37.4,2.6,40.37,0,[ 12. -15. -15.],[ 13.63 -16.8  -20.97]
144,1086,7,33.55,6.45,41.48,[0. 0. 0. 0. 0. 0. 0. 0. 0.],[ 12. -15. -15.],[ 16.01 -19.49 -23.28]
145,1086,7,29.76,10.24,33.21,"[ 0.       62.464386  0.        0.        0.       62.16027   0.
 66.24021   0.      ]",[ 12. -15. -15.],[ 18.4  -22.18 -26.34]
146,1086,7,25.13,14.87,24.8,"[ 0.       54.79023  59.32715   0.        0.       53.621128  0.
 61.455704  0.      ]",[ 12. -15. -15.],[ 20.77 -24.85 -27.89]
147,1086,2,21.56,18.44,36.1,"[47.26208  49.63556  55.27135   0.        0.        0.        0.
  0.       49.956745]",[ 12. -15. -15.],[ 23.11 -27.5  -30.26]
148,1086,7,17.36,22.64,35.87,"[37.33977   0.       50.2852    0.        0.        0.        0.
 52.020992 42.769634]",[ 12. -15. -15.],[ 25.42 -29.79 -32.41]
149,1086,7,13.5,26.5,30.82,"[ 0.        0.        0.        0.        0.        0.        0.
 48.184265 36.065716]",[ 12. -15. -15.],[ 27.71 -32.09 -34.07]
150,1086,7,9.95,30.05,33.28,"[24.536142 29.844551  0.        0.        0.       26.136433  0.
 45.487137 30.454832]",[ 12. -15. -15.],[ 30.02 -34.39 -35.56]
151,1086,7,6.48,33.52,31.13,"[17.577164  0.       38.114937  0.        0.        0.        0.
 41.190304  0.      ]",[ 12. -15. -15.],[ 32.31 -36.69 -36.55]
152,1086,2,3.29,36.71,30.81,"[13.645201 21.977068 37.082924  0.        0.        0.        0.
  0.       21.523   ]",[ 12. -15. -15.],[ 34.6  -38.98 -37.36]
153,1086,2,0.18,39.82,37.11,"[ 9.148528 18.39281  36.96349   0.        0.        0.        0.
  0.       18.707634]",[ 12. -15. -15.],[ 36.86 -40.91 -39.05]
154,1086,7,-3.22,43.22,36.08,"[ 0.         0.         0.         0.         0.         3.4716923
  0.        33.29459    0.       ]",[ 12. -15. -15.],[ 39.12 -42.54 -40.53]
155,1087,6,17.78,22.22,35.41,0,[  6. -19. -10.],[ 0.92 -2.89 -2.24]
156,1087,7,21.41,18.59,33.3,"[ 0.        0.       49.70664   0.        0.       48.97621   0.
 51.121395  0.      ]",[  6. -19. -10.],[ 2.26 -7.45 -3.44]
157,1087,7,26.2,13.8,31.31,"[ 0.       54.767265 55.539577  0.        0.        0.        0.
 56.25874   0.      ]",[  6. -19. -10.],[  3.56 -11.84  -4.53]
158,1087,0,30.66,9.34,28.41,"[61.03457  0.      60.87389  0.       0.       0.       0.       0.
  0.     ]",[  6. -19. -10.],[  4.84 -16.21  -4.98]
159,1087,8,-10,999,31.4,"[ 0.       66.10334  66.984764  0.        0.        0.        0.
 65.52564  69.296486]",[  6. -19. -10.],[  4.97 -16.66  -5.14]
160,1088,6,15.92,24.08,32.47,0,[-18.  -8. -14.],[-2.57 -1.14 -2.74]
161,1088,4,19.7,20.3,33.11,0,[-18.  -8. -14.],[-6.3  -3.13 -4.71]
162,1088,7,24.29,15.71,35.84,"[55.904987  0.        0.        0.        0.        0.        0.
 62.56503   0.      ]",[-18.  -8. -14.],[-9.99 -5.08 -7.28]
163,1088,7,29.14,10.86,31.53,"[63.624413  0.        0.        0.        0.        0.        0.
 67.40945  65.67661 ]",[-18.  -8. -14.],[-13.69  -7.05  -8.53]
164,1088,2,32.97,7.03,33.47,"[ 0.      66.16659 71.99726  0.       0.       0.       0.      68.09556
  0.     ]",[-18.  -8. -14.],[-17.34  -9.   -10.4 ]
165,1088,8,36.21,3.79,34.57,"[72.06242 70.21837  0.       0.       0.       0.       0.      69.26159
 72.51028]",[-18.  -8. -14.],[-20.98 -10.62 -12.29]
166,1088,8,35.68,4.32,31.31,"[ 0.       0.      65.61603  0.       0.      64.60994  0.      62.69044
 65.78035]",[-18.  -8. -14.],[-24.63 -11.95 -13.49]
167,1088,0,32.27,7.73,37.41,"[60.094337  0.       58.273266  0.        0.        0.        0.
 56.75473   0.      ]",[-18.  -8. -14.],[-28.24 -12.96 -14.71]
168,1088,8,28.6,11.4,32.65,0,[-18.  -8. -14.],[-31.84 -14.35 -16.62]
169,1088,0,24.55,15.45,33.55,"[47.46546   0.       45.330933  0.        0.       45.923424  0.
 45.195545 47.34973 ]",[-18.  -8. -14.],[-35.41 -15.35 -17.18]
170,1088,0,20.84,19.16,27.53,"[43.276962 42.058586 39.797676  0.        0.        0.        0.
  0.        0.      ]",[-18.  -8. -14.],[-38.92 -16.82 -19.79]
171,1088,1,16.57,23.43,29.91,"[ 0.       36.15737   0.        0.        0.        0.        0.
 33.614155  0.      ]",[-18.  -8. -14.],[-42.46 -18.5  -21.03]
172,1088,0,12.47,27.53,38.06,"[31.20354  31.095926 28.281397  0.        0.       30.497795  0.
  0.       30.902231]",[-18.  -8. -14.],[-45.93 -20.18 -24.36]
173,1088,1,7.82,32.18,31.34,"[25.025463 25.48177   0.        0.        0.        0.        0.
 23.07576  25.182398]",[-18.  -8. -14.],[-49.4  -22.15 -26.24]
174,1088,5,3.45,36.55,37.0,"[ 0.        0.       15.406904  0.        0.       18.95611   0.
 17.18466   0.      ]",[-18.  -8. -14.],[-52.81 -24.08 -30.3 ]
175,1088,6,-1.67,41.67,33.27,0,[-18.  -8. -14.],[-56.12 -25.68 -32.14]
176,1089,1,20.39,19.61,27.87,"[ 0.       47.118492  0.        0.        0.       45.77714   0.
  0.        0.      ]",[ 0. 19. -5.],[ 0.01  2.95 -1.02]
177,1089,8,23.46,16.54,35.37,0,[ 0. 19. -5.],[ 0.02  7.43 -2.91]
178,1089,1,28.24,11.76,31.41,0,[ 0. 19. -5.],[ 0.02 11.93 -3.44]
179,1089,2,32.76,7.24,35.82,"[63.66519  62.38913  64.6116    0.        0.       64.03952   0.
 63.409195 64.1155  ]",[ 0. 19. -5.],[ 0.03 16.53 -6.03]
180,1089,5,37.33,2.67,32.87,"[68.4389   67.756004  0.        0.        0.       69.572685  0.
  0.        0.      ]",[ 0. 19. -5.],[ 0.03 21.49 -7.31]
181,1089,5,36.61,3.39,34.33,"[73.35041 70.89301  0.       0.       0.      73.59266  0.      70.57141
 71.95817]",[ 0. 19. -5.],[ 0.03 26.64 -9.99]
182,1089,5,30.87,9.13,34.46,"[64.94273   0.        0.        0.        0.       65.077255  0.
 62.089443 63.083378]",[ 0. 19. -5.],[ 2.000e-02  3.212e+01 -1.123e+01]
183,1089,5,25.48,14.52,32.69,"[ 0.       50.827286 53.76387   0.        0.       54.649635  0.
 52.528774  0.      ]",[ 0. 19. -5.],[ 1.000e-02  3.774e+01 -1.391e+01]
184,1089,3,19.25,20.75,36.3,0,[ 0. 19. -5.],[  0.    43.48 -15.04]
185,1089,5,13.54,26.46,36.35,"[ 0.        0.        0.        0.        0.       34.580734  0.
  0.       31.39792 ]",[ 0. 19. -5.],[-2.000e-02  4.888e+01 -1.774e+01]
186,1089,0,7.52,32.48,31.27,"[25.575499 15.292786  0.        0.        0.        0.        0.
  0.        0.      ]",[ 0. 19. -5.],[-4.000e-02  5.468e+01 -1.894e+01]
187,1089,5,1.7,38.3,32.99,"[ 0.        3.131328  0.        0.        0.       13.787453  0.
 12.971845  0.      ]",[ 0. 19. -5.],[ -0.07  59.79 -22.37]
188,1089,0,-4.33,44.33,37.99,"[3.4913638 0.        0.        0.        0.        0.        0.
 2.3142147 0.       ]",[ 0. 19. -5.],[ -0.09  65.39 -23.72]
189,1090,6,16.99,23.01,28.58,0,[-10. -17. -14.],[-1.47 -2.5  -4.48]
190,1090,2,20.68,19.32,30.39,"[49.525814 46.626778 54.89765   0.        0.       52.90414   0.
  0.       49.90943 ]",[-10. -17. -14.],[-3.56 -6.4  -6.02]
191,1090,2,25.25,14.75,32.58,"[ 0.       52.896843 59.081203  0.        0.       58.70219   0.
  0.        0.      ]",[-10. -17. -14.],[-5.6  -9.87 -8.78]
192,1090,0,30.13,9.87,24.91,"[63.66329   0.       63.494904  0.        0.        0.        0.
 61.322926 59.49043 ]",[-10. -17. -14.],[ -7.65 -13.1  -10.94]
193,1090,5,34.51,5.49,30.55,"[70.12265  66.69679   0.        0.        0.       70.153946  0.
 66.0425   67.105156]",[-10. -17. -14.],[ -9.68 -16.65 -14.42]
